node_id,x,y,square,nearest_service_point,population,assigned_population,assigned_square
812,67519.0,29405.0,E1770N3155,753,705.0,16.022727272727273,E1770N3155
813,71789.0,29425.0,E1770N3155,753,705.0,16.022727272727273,E1770N3155
814,43995.0,29455.0,E1755N3155,4387,80.0,10.0,E1755N3155
815,54565.0,29844.0,E1760N3155,1026,2.0,0.3333333333333333,E1760N3155
816,72429.0,29465.0,E1775N3155,753,805.0,10.454545454545455,E1775N3155
817,59472.0,29474.0,E1765N3155,1026,90.0,6.923076923076923,E1765N3155
818,59641.0,29293.0,E1765N3155,1026,90.0,6.923076923076923,E1765N3155
819,91280.0,29529.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
820,73596.0,29524.0,E1775N3155,753,805.0,10.454545454545455,E1775N3155
821,98167.0,29543.0,E1790N3155,931,675.0,21.09375,E1790N3155
822,88902.0,29545.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
823,19654.0,29560.0,E1735N3155,4356,630.0,37.05882352941177,E1735N3155
824,25419.0,29586.0,E1740N3155,4356,305.0,20.333333333333332,E1740N3155
825,89008.0,29574.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
826,88317.0,29665.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
827,24373.0,29621.0,E1740N3155,4356,305.0,20.333333333333332,E1740N3155
828,25356.0,29653.0,E1740N3155,4356,305.0,20.333333333333332,E1740N3155
829,71349.0,29675.0,E1770N3155,753,705.0,16.022727272727273,E1770N3155
830,92263.0,29648.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
831,19997.0,29688.0,E1735N3155,4356,630.0,37.05882352941177,E1735N3155
832,71749.0,29695.0,E1770N3155,753,705.0,16.022727272727273,E1770N3155
833,90228.0,29720.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
834,73691.0,29732.0,E1775N3155,753,805.0,10.454545454545455,E1775N3155
835,96565.0,29748.0,E1790N3155,931,675.0,21.09375,E1790N3155
836,93154.0,29775.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
837,73865.0,29802.0,E1775N3155,753,805.0,10.454545454545455,E1775N3155
838,134579.0,29805.0,E1815N3155,657,620.0,41.333333333333336,E1815N3155
839,85164.0,29764.0,E1780N3155,718,290.0,4.915254237288136,E1780N3155
840,125829.0,29815.0,E1810N3155,657,850.0,20.73170731707317,E1810N3155
841,91099.0,29855.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
842,95510.0,29858.0,E1790N3155,931,675.0,21.09375,E1790N3155
843,128319.0,29855.0,E1810N3155,657,850.0,20.73170731707317,E1810N3155
844,97519.0,29915.0,E1790N3155,931,675.0,21.09375,E1790N3155
845,73765.0,29919.0,E1775N3155,753,805.0,10.454545454545455,E1775N3155
846,23883.0,29933.0,E1740N3155,4356,305.0,20.333333333333332,E1740N3155
847,25782.0,29969.0,E1740N3155,4356,305.0,20.333333333333332,E1740N3155
848,20651.0,29941.0,E1735N3155,4356,630.0,37.05882352941177,E1735N3155
849,126018.0,30000.0,E1810N3155,657,850.0,20.73170731707317,E1810N3155
850,94589.0,29965.0,E1790N3155,931,675.0,21.09375,E1790N3155
851,46451.0,30004.0,E1755N3155,4387,80.0,10.0,E1755N3155
852,98564.0,30013.0,E1790N3155,931,675.0,21.09375,E1790N3155
853,19210.0,30031.0,E1735N3155,4356,630.0,37.05882352941177,E1735N3155
854,19689.0,30205.0,E1735N3155,4356,630.0,37.05882352941177,E1735N3155
855,21507.0,30298.0,E1735N3155,4356,630.0,37.05882352941177,E1735N3155
856,92079.0,30245.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
857,23332.0,30286.0,E1740N3155,4356,305.0,20.333333333333332,E1740N3155
858,92684.0,30322.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
859,96889.0,30314.0,E1790N3155,931,675.0,21.09375,E1790N3155
860,90016.0,30329.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
861,125175.0,30337.0,E1810N3155,657,850.0,20.73170731707317,E1810N3155
862,96720.0,30340.0,E1790N3155,931,675.0,21.09375,E1790N3155
863,126377.0,30352.0,E1810N3155,657,850.0,20.73170731707317,E1810N3155
864,20048.0,30386.0,E1735N3155,4356,630.0,37.05882352941177,E1735N3155
865,90943.0,30446.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
866,89148.0,30374.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
867,91449.0,30374.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
868,128649.0,30425.0,E1810N3155,657,850.0,20.73170731707317,E1810N3155
869,88856.0,30428.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
870,71007.0,30464.0,E1770N3155,753,705.0,16.022727272727273,E1770N3155
871,89986.0,30427.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
872,45867.0,30522.0,E1755N3155,4387,80.0,10.0,E1755N3155
873,45829.0,30563.0,E1755N3155,4387,80.0,10.0,E1755N3155
874,78921.0,30148.0,E1775N3155,753,805.0,10.454545454545455,E1775N3155
875,88485.0,30495.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
876,126519.0,30505.0,E1810N3155,657,850.0,20.73170731707317,E1810N3155
877,98839.0,30515.0,E1790N3155,931,675.0,21.09375,E1790N3155
878,22199.0,30529.0,E1740N3155,4356,305.0,20.333333333333332,E1740N3155
879,70635.0,30543.0,E1770N3155,753,705.0,16.022727272727273,E1770N3155
880,83431.0,30559.0,E1780N3155,753,290.0,4.915254237288136,E1780N3155
881,16950.0,30596.0,E1735N3155,4356,630.0,37.05882352941177,E1735N3155
882,94579.0,30545.0,E1790N3155,931,675.0,21.09375,E1790N3155
883,78724.0,30188.0,E1775N3155,753,805.0,10.454545454545455,E1775N3155
884,88067.0,30572.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
885,122629.0,30595.0,E1810N3155,657,850.0,20.73170731707317,E1810N3155
886,87914.0,30598.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
887,22581.0,30626.0,E1740N3155,4356,305.0,20.333333333333332,E1740N3155
888,78863.0,30680.0,E1775N3155,753,805.0,10.454545454545455,E1775N3155
889,80747.0,30637.0,E1780N3155,753,290.0,4.915254237288136,E1780N3155
890,21081.0,30720.0,E1735N3155,4356,630.0,37.05882352941177,E1735N3155
891,69850.0,30716.0,E1770N3155,753,705.0,16.022727272727273,E1770N3155
892,92547.0,30735.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
893,92689.0,30755.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
894,19666.0,30777.0,E1735N3155,4356,630.0,37.05882352941177,E1735N3155
895,21311.0,30803.0,E1735N3155,4356,630.0,37.05882352941177,E1735N3155
896,85874.0,30900.0,E1780N3155,718,290.0,4.915254237288136,E1780N3155
897,130137.0,30781.0,E1815N3155,657,620.0,41.333333333333336,E1815N3155
898,17610.0,30803.0,E1735N3155,4356,630.0,37.05882352941177,E1735N3155
899,125734.0,30816.0,E1810N3155,657,850.0,20.73170731707317,E1810N3155
900,92039.0,30845.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
901,97228.0,30869.0,E1790N3155,931,675.0,21.09375,E1790N3155
902,126869.0,30865.0,E1810N3155,657,850.0,20.73170731707317,E1810N3155
903,60245.0,30877.0,E1765N3155,1026,90.0,6.923076923076923,E1765N3155
904,96887.0,30918.0,E1790N3155,931,675.0,21.09375,E1790N3155
905,60419.0,30945.0,E1765N3155,1026,90.0,6.923076923076923,E1765N3155
906,20169.0,30962.0,E1735N3155,4356,630.0,37.05882352941177,E1735N3155
907,72919.0,30985.0,E1775N3155,753,805.0,10.454545454545455,E1775N3155
908,125179.0,31015.0,E1810N3155,657,850.0,20.73170731707317,E1810N3155
909,87561.0,31001.0,E1785N3155,931,1865.0,23.60759493670886,E1785N3155
910,46209.0,31055.0,,4387,,0.3,E1755N3155
911,129019.0,31055.0,,657,,0.3,E1810N3155
912,18244.0,31046.0,,4356,,0.3,E1735N3155
913,67924.0,31113.0,,753,,0.3,E1770N3160
914,71889.0,31095.0,,753,,0.3,E1770N3160
915,94859.0,31135.0,,931,,0.3,E1790N3160
916,20720.0,31171.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
917,71620.0,31154.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
918,86072.0,31122.0,,718,,0.3,E1780N3160
919,91265.0,31188.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
920,99068.0,31204.0,E1790N3160,931,975.0,25.0,E1790N3160
921,124629.0,31225.0,E1810N3160,657,230.0,32.857142857142854,E1810N3160
922,45569.0,31245.0,E1755N3160,4387,255.0,18.214285714285715,E1755N3160
923,71112.0,31257.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
924,90379.0,31265.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
925,18902.0,31283.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
926,77130.0,31356.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
927,79034.0,31337.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
928,88819.0,31345.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
929,69259.0,31355.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
930,70619.0,31355.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
931,92296.0,31377.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
932,92197.0,31389.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
933,96989.0,31385.0,E1790N3160,931,975.0,25.0,E1790N3160
934,58323.0,31447.0,E1765N3160,1026,520.0,23.636363636363637,E1765N3160
935,89029.0,31495.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
936,97654.0,31544.0,E1790N3160,931,975.0,25.0,E1790N3160
937,91379.0,31535.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
938,91259.0,31555.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
939,19567.0,31550.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
940,127317.0,31578.0,E1810N3160,657,230.0,32.857142857142854,E1810N3160
941,94889.0,31675.0,E1790N3160,931,975.0,25.0,E1790N3160
942,86548.0,31694.0,E1785N3160,1176,1265.0,24.326923076923077,E1785N3160
943,35946.0,31715.0,E1745N3160,1258,120.0,5.454545454545454,E1745N3160
944,89297.0,31682.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
945,15972.0,31705.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
946,73502.0,31692.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
947,85799.0,31715.0,E1780N3160,1176,205.0,2.77027027027027,E1780N3160
948,88129.0,31715.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
949,20144.0,31827.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
950,46019.0,31825.0,E1755N3160,4387,255.0,18.214285714285715,E1755N3160
951,81607.0,31816.0,E1780N3160,753,205.0,2.77027027027027,E1780N3160
952,83438.0,31828.0,E1780N3160,753,205.0,2.77027027027027,E1780N3160
953,70469.0,31855.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
954,126559.0,31855.0,E1810N3160,657,230.0,32.857142857142854,E1810N3160
955,18322.0,31849.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
956,79008.0,31875.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
957,121018.0,31929.0,E1805N3160,657,95.0,7.916666666666667,E1805N3160
958,124069.0,31895.0,E1810N3160,657,230.0,32.857142857142854,E1810N3160
959,71359.0,31782.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
960,20418.0,32012.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
961,69606.0,32027.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
962,89799.0,32025.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
963,69499.0,32085.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
964,91022.0,32070.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
965,125779.0,32085.0,E1810N3160,657,230.0,32.857142857142854,E1810N3160
966,124779.0,32095.0,E1810N3160,657,230.0,32.857142857142854,E1810N3160
967,84239.0,31331.0,E1780N3160,718,205.0,2.77027027027027,E1780N3160
968,71643.0,32158.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
969,18744.0,32165.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
970,73459.0,32175.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
971,60330.0,32308.0,E1765N3160,1026,520.0,23.636363636363637,E1765N3160
972,78975.0,32219.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
973,91934.0,32297.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
974,57977.0,32233.0,E1765N3160,1026,520.0,23.636363636363637,E1765N3160
975,17938.0,32249.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
976,77189.0,32257.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
977,36390.0,32325.0,E1750N3160,1258,150.0,9.375,E1750N3160
978,53674.0,32319.0,E1760N3160,1026,390.0,13.928571428571429,E1760N3160
979,88932.0,32321.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
980,90845.0,32309.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
981,77229.0,32335.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
982,88989.0,32365.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
983,20113.0,32430.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
984,46452.0,32356.0,E1755N3160,4387,255.0,18.214285714285715,E1755N3160
985,70780.0,32330.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
986,21137.0,32422.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
987,91649.0,32523.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
988,18421.0,32461.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
989,21312.0,32474.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
990,36836.0,32583.0,E1750N3160,1258,150.0,9.375,E1750N3160
991,69703.0,32502.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
992,69884.0,32527.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
993,25084.0,32507.0,E1740N3160,4356,705.0,24.310344827586206,E1740N3160
994,71261.0,32572.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
995,18250.0,32619.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
996,89347.0,32698.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
997,72849.0,32715.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
998,19773.0,32676.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
999,28699.0,32745.0,E1740N3160,1258,705.0,24.310344827586206,E1740N3160
1000,20873.0,32701.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
1001,18669.0,32792.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
1002,87404.0,32763.0,E1785N3160,1176,1265.0,24.326923076923077,E1785N3160
1003,46819.0,32815.0,E1755N3160,4387,255.0,18.214285714285715,E1755N3160
1004,24882.0,32931.0,E1740N3160,4356,705.0,24.310344827586206,E1740N3160
1005,42805.0,32946.0,E1750N3160,1934,150.0,9.375,E1750N3160
1006,60248.0,32954.0,E1765N3160,1026,520.0,23.636363636363637,E1765N3160
1007,98495.0,32905.0,E1790N3160,1204,975.0,25.0,E1790N3160
1008,59969.0,32979.0,E1765N3160,1026,520.0,23.636363636363637,E1765N3160
1009,59599.0,33015.0,E1765N3160,1026,520.0,23.636363636363637,E1765N3160
1010,19344.0,33066.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
1011,26843.0,33056.0,E1740N3160,4356,705.0,24.310344827586206,E1740N3160
1012,86483.0,33049.0,,1176,,0.3,E1785N3160
1013,76889.0,33085.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1014,70150.0,33095.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
1015,86410.0,33072.0,,1176,,0.3,E1780N3160
1016,60485.0,33120.0,E1765N3160,1026,520.0,23.636363636363637,E1765N3160
1017,18355.0,33137.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
1018,28481.0,33107.0,E1740N3160,1258,705.0,24.310344827586206,E1740N3160
1019,60310.0,33140.0,E1765N3160,1026,520.0,23.636363636363637,E1765N3160
1020,76889.0,33145.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1021,92430.0,33191.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
1022,27838.0,33172.0,E1740N3160,1258,705.0,24.310344827586206,E1740N3160
1023,84430.0,31476.0,E1780N3160,718,205.0,2.77027027027027,E1780N3160
1024,53846.0,33205.0,E1760N3160,1026,390.0,13.928571428571429,E1760N3160
1025,24099.0,33253.0,E1740N3160,4356,705.0,24.310344827586206,E1740N3160
1026,56978.0,33310.0,E1760N3160,1026,390.0,13.928571428571429,E1760N3160
1027,19997.0,33332.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
1028,24735.0,33326.0,E1740N3160,4356,705.0,24.310344827586206,E1740N3160
1029,18933.0,33334.0,E1735N3160,4356,650.0,13.541666666666666,E1735N3160
1030,28701.0,33339.0,E1740N3160,1258,705.0,24.310344827586206,E1740N3160
1031,25261.0,33349.0,E1740N3160,4356,705.0,24.310344827586206,E1740N3160
1032,38578.0,33380.0,E1750N3160,1258,150.0,9.375,E1750N3160
1033,70935.0,33396.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
1034,90049.0,33395.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
1035,72814.0,33404.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1036,32023.0,33421.0,E1745N3160,1258,120.0,5.454545454545454,E1745N3160
1037,121428.0,33483.0,E1805N3160,657,95.0,7.916666666666667,E1805N3160
1038,99067.0,33484.0,E1790N3160,1204,975.0,25.0,E1790N3160
1039,56227.0,33484.0,E1760N3160,1026,390.0,13.928571428571429,E1760N3160
1040,98907.0,33543.0,E1790N3160,1204,975.0,25.0,E1790N3160
1041,78998.0,33543.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1042,53744.0,33588.0,E1760N3160,1026,390.0,13.928571428571429,E1760N3160
1043,54860.0,33573.0,E1760N3160,1026,390.0,13.928571428571429,E1760N3160
1044,114148.0,33723.0,E1800N3160,2096,75.0,25.0,E1800N3160
1045,56864.0,33555.0,E1760N3160,1026,390.0,13.928571428571429,E1760N3160
1046,94481.0,33658.0,E1790N3160,931,975.0,25.0,E1790N3160
1047,24127.0,33615.0,E1740N3160,4356,705.0,24.310344827586206,E1740N3160
1048,29425.0,33670.0,E1745N3160,1258,120.0,5.454545454545454,E1745N3160
1049,27103.0,33727.0,E1740N3160,1739,705.0,24.310344827586206,E1740N3160
1050,90289.0,33795.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
1051,101363.0,33823.0,E1795N3160,1204,70.0,17.5,E1795N3160
1052,94578.0,33859.0,E1790N3160,931,975.0,25.0,E1790N3160
1053,76586.0,33831.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1054,128041.0,33805.0,E1810N3160,657,230.0,32.857142857142854,E1810N3160
1055,89867.0,33952.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
1056,47833.0,34066.0,E1755N3160,4387,255.0,18.214285714285715,E1755N3160
1057,39073.0,33877.0,E1750N3160,1258,150.0,9.375,E1750N3160
1058,26308.0,34044.0,E1740N3160,4356,705.0,24.310344827586206,E1740N3160
1059,95979.0,34021.0,E1790N3160,1204,975.0,25.0,E1790N3160
1060,72776.0,34051.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1061,25568.0,34024.0,E1740N3160,4356,705.0,24.310344827586206,E1740N3160
1062,79025.0,34077.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1063,83412.0,34096.0,E1780N3160,753,205.0,2.77027027027027,E1780N3160
1064,99388.0,34131.0,E1790N3160,1204,975.0,25.0,E1790N3160
1065,14269.0,34125.0,E1730N3160,1379,435.0,33.46153846153846,E1730N3160
1066,70889.0,34118.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
1067,99205.0,34157.0,E1790N3160,1204,975.0,25.0,E1790N3160
1068,79780.0,34201.0,E1780N3160,753,205.0,2.77027027027027,E1780N3160
1069,76592.0,34195.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1070,36028.0,34232.0,,1258,,0.3,E1745N3160
1071,43370.0,34323.0,E1755N3160,1934,255.0,18.214285714285715,E1755N3160
1072,88359.0,34278.0,E1785N3160,1176,1265.0,24.326923076923077,E1785N3160
1073,98309.0,34300.0,E1790N3160,1204,975.0,25.0,E1790N3160
1074,48033.0,34291.0,E1755N3160,4387,255.0,18.214285714285715,E1755N3160
1075,29047.0,34357.0,E1745N3160,1739,120.0,5.454545454545454,E1745N3160
1076,47653.0,34348.0,E1755N3160,4387,255.0,18.214285714285715,E1755N3160
1077,70753.0,34378.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
1078,71224.0,34386.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
1079,97443.0,34423.0,E1790N3160,1204,975.0,25.0,E1790N3160
1080,101585.0,34426.0,E1795N3160,1204,70.0,17.5,E1795N3160
1081,72763.0,34414.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1082,75631.0,34477.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1083,118646.0,34488.0,E1805N3160,657,95.0,7.916666666666667,E1805N3160
1084,13568.0,34488.0,E1730N3160,1379,435.0,33.46153846153846,E1730N3160
1085,93319.0,34511.0,E1785N3160,1176,1265.0,24.326923076923077,E1785N3160
1086,23079.0,34575.0,E1740N3160,4356,705.0,24.310344827586206,E1740N3160
1087,87129.0,34595.0,E1785N3160,1176,1265.0,24.326923076923077,E1785N3160
1088,53516.0,34562.0,E1760N3160,1026,390.0,13.928571428571429,E1760N3160
1089,96213.0,34607.0,E1790N3160,1204,975.0,25.0,E1790N3160
1090,28004.0,34604.0,E1740N3160,1739,705.0,24.310344827586206,E1740N3160
1091,54024.0,34609.0,E1760N3160,1026,390.0,13.928571428571429,E1760N3160
1092,30418.0,34671.0,E1745N3160,1739,120.0,5.454545454545454,E1745N3160
1093,86732.0,34704.0,E1785N3160,1176,1265.0,24.326923076923077,E1785N3160
1094,92004.0,34733.0,E1785N3160,931,1265.0,24.326923076923077,E1785N3160
1095,99615.0,34724.0,E1790N3160,1204,975.0,25.0,E1790N3160
1096,22384.0,34740.0,E1740N3160,1379,705.0,24.310344827586206,E1740N3160
1097,56385.0,34755.0,E1760N3160,1026,390.0,13.928571428571429,E1760N3160
1098,91874.0,34814.0,E1785N3160,1176,1265.0,24.326923076923077,E1785N3160
1099,28517.0,34787.0,E1740N3160,1739,705.0,24.310344827586206,E1740N3160
1100,92148.0,34817.0,E1785N3160,1176,1265.0,24.326923076923077,E1785N3160
1101,79055.0,34822.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1102,16718.0,34811.0,E1735N3160,1379,650.0,13.541666666666666,E1735N3160
1103,30169.0,34796.0,E1745N3160,1739,120.0,5.454545454545454,E1745N3160
1104,12925.0,34854.0,E1730N3160,1379,435.0,33.46153846153846,E1730N3160
1105,61809.0,34855.0,E1765N3160,1026,520.0,23.636363636363637,E1765N3160
1106,21432.0,34853.0,E1735N3160,1379,650.0,13.541666666666666,E1735N3160
1107,92023.0,34905.0,E1785N3160,1176,1265.0,24.326923076923077,E1785N3160
1108,97630.0,34929.0,E1790N3160,1204,975.0,25.0,E1790N3160
1109,17788.0,34962.0,E1735N3160,1379,650.0,13.541666666666666,E1735N3160
1110,54689.0,34955.0,E1760N3160,1026,390.0,13.928571428571429,E1760N3160
1111,77979.0,34955.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1112,78963.0,34948.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1113,85727.0,34989.0,E1780N3160,1176,205.0,2.77027027027027,E1780N3160
1114,80411.0,34978.0,E1780N3160,753,205.0,2.77027027027027,E1780N3160
1115,51993.0,34963.0,E1760N3160,4387,390.0,13.928571428571429,E1760N3160
1116,20601.0,35007.0,E1735N3160,1379,650.0,13.541666666666666,E1735N3160
1117,57882.0,35007.0,E1765N3160,1026,520.0,23.636363636363637,E1765N3160
1118,37789.0,35064.0,E1750N3160,1258,150.0,9.375,E1750N3160
1119,101816.0,35050.0,E1795N3160,1204,70.0,17.5,E1795N3160
1120,13617.0,35057.0,E1730N3160,1379,435.0,33.46153846153846,E1730N3160
1121,31611.0,35046.0,E1745N3160,1739,120.0,5.454545454545454,E1745N3160
1122,75478.0,35092.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1123,76628.0,35075.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1124,27355.0,35048.0,E1740N3160,1739,705.0,24.310344827586206,E1740N3160
1125,29885.0,35067.0,E1745N3160,1739,120.0,5.454545454545454,E1745N3160
1126,96406.0,35123.0,E1790N3160,1204,975.0,25.0,E1790N3160
1127,35481.0,35091.0,E1745N3160,1258,120.0,5.454545454545454,E1745N3160
1128,31511.0,35112.0,E1745N3160,1739,120.0,5.454545454545454,E1745N3160
1129,115673.0,35128.0,E1805N3160,2096,95.0,7.916666666666667,E1805N3160
1130,72733.0,35136.0,E1775N3160,753,845.0,8.20388349514563,E1775N3160
1131,83326.0,35167.0,E1780N3160,7229,205.0,2.77027027027027,E1780N3160
1132,115412.0,35193.0,E1805N3160,2096,95.0,7.916666666666667,E1805N3160
1133,69176.0,35220.0,E1770N3160,4987,750.0,19.736842105263158,E1770N3160
1134,20876.0,35225.0,E1735N3160,1379,650.0,13.541666666666666,E1735N3160
1135,88805.0,35231.0,E1785N3160,1176,1265.0,24.326923076923077,E1785N3160
1136,16169.0,35225.0,E1735N3160,1379,650.0,13.541666666666666,E1735N3160
1137,67814.0,35205.0,E1770N3160,4987,750.0,19.736842105263158,E1770N3160
1138,69359.0,35225.0,E1770N3160,4987,750.0,19.736842105263158,E1770N3160
1139,26906.0,35232.0,E1740N3160,1739,705.0,24.310344827586206,E1740N3160
1140,19219.0,35264.0,E1735N3160,1379,650.0,13.541666666666666,E1735N3160
1141,30742.0,35238.0,E1745N3160,1739,120.0,5.454545454545454,E1745N3160
1142,70359.0,35265.0,E1770N3160,4987,750.0,19.736842105263158,E1770N3160
1143,70799.0,35265.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
1144,115464.0,35315.0,E1805N3160,2096,95.0,7.916666666666667,E1805N3160
1145,12224.0,35313.0,E1730N3160,1379,435.0,33.46153846153846,E1730N3160
1146,14650.0,35353.0,E1735N3160,1379,650.0,13.541666666666666,E1735N3160
1147,81014.0,35327.0,E1780N3160,7229,205.0,2.77027027027027,E1780N3160
1148,37725.0,35265.0,E1750N3160,1258,150.0,9.375,E1750N3160
1149,99846.0,35331.0,E1790N3160,1204,975.0,25.0,E1790N3160
1150,60729.0,35345.0,E1765N3160,1026,520.0,23.636363636363637,E1765N3160
1151,61912.0,35339.0,E1765N3160,1026,520.0,23.636363636363637,E1765N3160
1152,88579.0,35363.0,E1785N3160,1176,1265.0,24.326923076923077,E1785N3160
1153,85811.0,35348.0,E1780N3160,1176,205.0,2.77027027027027,E1780N3160
1154,60201.0,35359.0,E1765N3160,1026,520.0,23.636363636363637,E1765N3160
1155,31272.0,35361.0,E1745N3160,1739,120.0,5.454545454545454,E1745N3160
1156,84221.0,34256.0,E1780N3160,718,205.0,2.77027027027027,E1780N3160
1157,70799.0,35415.0,E1770N3160,753,750.0,19.736842105263158,E1770N3160
