NODE ID;X;Y;SQUARE
4405;22518;31875;E1740N3160
4406;74299;45768;E1775N3175
4407;72860;45556;E1775N3175
4408;72877;45334;E1775N3175
4409;75594;45858;E1775N3175
4410;75371;45774;E1775N3175
4411;57144;41917;E1760N3170
4412;30258;48216;E1745N3175
4413;30438;48087;E1745N3175
4414;68197;46471;E1770N3175
4415;68784;45584;E1770N3175
4416;50936;50810;E1760N3180
4417;53263;50164;E1760N3180
4418;52537;50563;E1760N3180
4419;86551;41906;E1785N3170
4420;52475;42146;E1760N3170
4421;67219;44600;E1770N3170
4422;65321;44696;E1770N3170
4423;67118;44534;E1770N3170
4424;67133;44607;E1770N3170
4425;72517;40907;E1775N3170
4426;75173;38315;E1775N3165
4427;72157;38689;E1775N3165
4428;67800;38424;E1770N3165
4429;68646;38485;E1770N3165
4430;68883;38496;E1770N3165
4431;66641;48763;E1770N3175
4432;64197;49563;E1765N3175
4433;41338;32297;E1750N3160
4434;34645;14181;E1745N3140
4435;42750;47059;E1750N3175
4436;71798;45169;E1770N3175
4437;53193;45907;E1760N3175
4438;53030;46251;E1760N3175
4439;53152;45998;E1760N3175
4440;44786;44728;E1755N3170
4441;45265;44914;E1755N3170
4442;44843;44657;E1755N3170
4443;45336;44822;E1755N3170
4444;39182;49387;E1750N3175
4445;56669;53162;E1760N3180
4446;55954;52884;E1760N3180
4447;59635;52501;E1765N3180
4448;59681;49543;E1765N3175
4449;58815;49506;E1765N3175
4450;58137;48954;E1765N3175
4451;58320;49487;E1765N3175
4452;52791;39463;E1760N3165
4453;53886;39632;E1760N3165
4454;53785;39706;E1760N3165
4455;56370;38715;E1760N3165
4456;57044;38468;E1760N3165
4457;34989;48962;E1745N3175
4458;34937;48790;E1745N3175
4459;47852;47426;E1755N3175
4460;47245;45778;E1755N3175
4461;47356;45425;E1755N3175
4462;59856;51433;E1765N3180
4463;61100;45756;E1765N3175
4464;60936;45747;E1765N3175
4465;77758;60278;E1775N3190
4466;77094;59412;E1775N3190
4467;78251;61097;E1775N3190
4468;78330;61031;E1775N3190
4469;76710;58919;E1775N3190
4470;74739;56357;E1775N3185
4471;74638;56390;E1775N3185
4472;75406;57287;E1775N3185
4473;75488;57382;E1775N3185
4474;51425;44131;E1760N3170
4475;37776;58396;E1750N3185
4476;37828;58210;E1750N3185
4477;37874;58751;E1750N3185
4478;99258;38730;E1790N3165
4479;99390;38653;E1790N3165
4480;91579;40743;E1785N3170
4481;76620;34871;E1775N3160
4482;75555;35054;E1775N3160
4483;76626;35030;E1775N3160
4484;74914;45773;E1775N3175
4485;75570;45901;E1775N3175
4486;68803;45548;E1770N3175
4487;68886;45181;E1770N3175
4488;69121;45087;E1770N3175
4489;37447;50416;E1750N3180
4490;37505;51424;E1750N3180
4491;37242;49980;E1750N3180
4492;37315;49884;E1750N3180
4493;20094;53084;E1735N3180
4494;19713;53169;E1735N3180
4495;69583;42194;E1770N3170
4496;70226;42369;E1770N3170
4497;70093;42894;E1770N3170
4498;99508;40730;E1790N3170
4499;97874;40814;E1790N3170
4500;59685;50203;E1765N3180
4501;59899;49879;E1765N3180
4502;66600;43578;E1770N3170
4503;56065;49801;E1760N3180
4504;20659;32177;E1735N3160
4505;20278;32144;E1735N3160
4506;81078;64515;E1780N3195
4507;65998;57979;E1770N3185
4508;67332;58080;E1770N3185
4509;66936;39830;E1770N3165
4510;68129;39935;E1770N3165
4511;75053;33579;E1775N3160
4512;74829;33947;E1775N3160
4513;74657;34249;E1775N3160
4514;70896;34018;E1770N3160
4515;72760;34495;E1775N3160
4516;73703;34508;E1775N3160
4517;49191;46696;E1755N3175
4518;49937;46802;E1755N3175
4519;49782;46798;E1755N3175
4520;50247;46076;E1755N3175
4521;50530;46576;E1760N3175
4522;54152;59794;E1760N3190
4523;53784;60381;E1760N3190
4524;36747;25846;E1750N3150
4525;41273;40311;E1750N3165
4526;58420;50759;E1765N3180
4527;54994;47887;E1760N3175
4528;72817;33333;E1775N3160
4529;72822;33179;E1775N3160
4530;35316;8438;E1745N3135
4531;38958;3550;E1750N3130
4546;65450;45690;E1770N3175
4547;66856;45539;E1770N3175
4548;67932;45556;E1770N3175
4549;66894;45096;E1770N3175
4550;66984;48658;E1770N3175
4551;60518;45856;E1765N3175
4552;59899;51792;E1765N3180
4553;63337;47607;E1765N3175
4554;64384;47605;E1765N3175
4555;67976;37496;E1770N3165
4556;78792;34080;E1775N3160
4557;78985;32520;E1775N3160
4558;78778;33545;E1775N3160
4559;78799;34422;E1775N3160
4560;13881;58542;E1730N3185
4561;14921;57564;E1735N3185
4562;18840;59114;E1735N3190
4563;15181;59690;E1735N3190
4564;15681;59141;E1735N3190
4565;15543;57825;E1735N3185
4566;16167;58086;E1735N3185
4567;16797;58350;E1735N3185
4568;17433;58616;E1735N3185
4569;18060;58879;E1735N3190
4570;14555;58765;E1735N3185
4571;15229;58995;E1735N3190
4572;15928;59188;E1735N3190
4573;16674;59332;E1735N3190
4574;17428;59477;E1735N3190
4575;106325;84393;E1795N3215
4576;106327;84506;E1795N3215
4577;56293;46861;E1760N3175
4578;37155;12640;E1750N3140
4579;37539;11266;E1750N3135
4580;37707;11341;E1750N3135
4581;34910;12039;E1745N3135
4582;35120;12062;E1745N3135
4583;35537;11918;E1745N3135
4584;34805;12324;E1745N3135
4585;33636;14363;E1745N3140
4586;20580;42341;E1735N3170
4587;20303;42398;E1735N3170
4588;19925;42252;E1735N3170
4589;77076;18998;E1775N3145
4590;76771;18523;E1775N3145
4591;48501;52774;E1755N3180
4592;73924;24228;E1775N3150
4593;69600;30073;E1770N3155
4594;61208;40407;E1765N3170
4595;75027;37962;E1775N3165
4596;75208;38042;E1775N3165
4597;75202;37958;E1775N3165
4598;85080;38953;E1780N3165
4599;85030;37460;E1780N3165
4600;99263;38566;E1790N3165
4601;77615;47316;E1775N3175
4602;66052;18953;E1770N3145
4603;66961;18955;E1770N3145
4604;66655;18956;E1770N3145
4605;65772;18951;E1770N3145
4606;65198;18950;E1770N3145
4607;65067;18124;E1770N3145
4608;65473;18950;E1770N3145
4609;84736;3070;E1780N3125
4610;128596;20899;E1810N3145
4611;93426;38019;E1785N3165
4612;80681;50678;E1780N3180
4613;81511;50713;E1780N3180
4614;43632;40795;E1755N3170
4615;44448;40918;E1755N3170
4616;44551;41210;E1755N3170
4617;54743;42828;E1760N3170
4618;54790;42724;E1760N3170
4619;56154;43185;E1760N3170
4620;55798;43088;E1760N3170
4621;54941;42858;E1760N3170
4622;68701;39985;E1770N3165
4623;67785;39905;E1770N3165
4624;38461;17081;E1750N3140
4625;42887;58290;E1750N3185
4626;42829;58192;E1750N3185
4627;43229;57904;E1750N3185
4628;34845;45480;E1745N3175
4629;31060;49511;E1745N3175
4630;51067;33377;E1760N3160
4631;51182;33687;E1760N3160
4632;17147;9643;E1735N3135
4633;30542;14882;E1745N3140
4634;80909;55930;E1780N3185
4635;81715;54913;E1780N3185
4636;81139;54640;E1780N3185
4637;81519;54821;E1780N3185
4638;81328;54731;E1780N3185
4639;81904;55001;E1780N3185
4640;81128;55975;E1780N3185
4641;82554;53862;E1780N3180
4642;82068;54475;E1780N3185
4643;81843;54427;E1780N3185
4644;81609;54377;E1780N3185
4645;80817;53878;E1780N3180
4646;81061;53885;E1780N3180
4647;90604;51793;E1785N3180
4648;90727;51017;E1785N3180
4649;90247;50925;E1785N3180
4650;90484;50970;E1785N3180
4651;90637;51602;E1785N3180
4652;77022;32880;E1775N3160
4653;75613;32457;E1775N3160
4654;69527;35231;E1770N3160
4655;36287;9485;E1750N3135
4656;75206;13636;E1775N3140
4657;21841;61947;E1740N3190
4658;51834;44549;E1760N3170
4659;98085;58135;E1790N3185
4660;83807;28930;E1780N3155
4661;83809;28698;E1780N3155
4662;84062;28928;E1780N3155
4663;84046;28694;E1780N3155
4664;37986;60540;E1750N3190
4665;39596;46858;E1750N3175
4666;99130;38652;E1790N3165
4667;100991;40581;E1795N3170
4668;99950;40550;E1790N3170
4669;77072;56796;E1775N3185
4670;88686;28706;E1785N3155
4671;87521;28667;E1785N3155
4672;81560;55677;E1780N3185
4673;68900;39632;E1770N3165
4674;68720;39447;E1770N3165
4675;60548;43467;E1765N3170
4676;52803;46214;E1760N3175
4677;54386;62291;E1760N3190
4678;58720;60477;E1765N3190
4679;20688;32196;E1735N3160
4680;20161;32342;E1735N3160
4681;20254;32374;E1735N3160
4682;38302;65306;E1750N3195
4683;55590;57304;E1760N3185
4684;42034;40905;E1750N3170
4685;13869;43536;E1730N3170
4686;50466;46819;E1760N3175
4687;53302;61517;E1760N3190
4688;91095;76696;E1785N3205
4689;24360;43314;E1740N3170
4690;25620;43780;E1740N3170
4691;17593;29301;E1735N3155
4692;17242;29406;E1735N3155
4693;77269;9186;E1775N3135
4694;82288;3244;E1780N3125
4695;37602;9597;E1750N3135
4696;37378;9837;E1750N3135
4697;37483;8841;E1750N3135
4698;59682;49246;E1765N3175
4699;59683;49189;E1765N3175
4700;59679;50119;E1765N3180
4701;67595;44564;E1770N3170
4702;67513;44177;E1770N3170
4703;67859;43936;E1770N3170
4704;67885;43544;E1770N3170
4705;66698;55134;E1770N3185
4706;66718;54850;E1770N3185
4707;66135;54496;E1770N3185
4708;67057;54568;E1770N3185
4709;66107;54646;E1770N3185
4710;66893;54703;E1770N3185
4711;67250;54627;E1770N3185
4712;67450;43975;E1770N3170
4713;67542;43580;E1770N3170
4714;67557;43508;E1770N3170
4715;67527;43645;E1770N3170
4716;64742;43761;E1765N3170
4717;82755;54170;E1780N3180
4718;93128;59447;E1785N3190
4719;93128;59576;E1785N3190
4720;93119;60114;E1785N3190
4721;93002;59580;E1785N3190
4722;93123;59915;E1785N3190
4723;57229;41751;E1760N3170
4724;44515;47271;E1755N3175
4725;85751;47984;E1780N3175
4736;106134;40090;E1795N3165
4737;106328;84124;E1795N3215
4738;106081;83830;E1795N3215
4739;106237;83124;E1795N3215
4740;106448;83034;E1795N3215
4741;84205;2262;E1780N3125
4742;63584;49725;E1765N3180
4743;67736;47637;E1770N3175
4744;10771;23957;E1730N3150
4745;52923;42456;E1760N3170
4746;55097;43887;E1760N3170
4747;55064;44001;E1760N3170
4749;131450;39280;E1815N3165
4750;94711;40423;E1790N3170
4751;84781;42882;E1780N3170
4752;93267;14676;E1785N3140
4753;92627;14199;E1785N3140
4754;92770;14190;E1785N3140
4755;101703;23340;E1795N3150
4756;87380;35054;E1785N3160
4757;92874;31458;E1785N3160
4758;81565;30617;E1780N3155
4759;83378;34738;E1780N3160
4760;83056;34733;E1780N3160
4761;103402;39760;E1795N3165
4762;106438;40062;E1795N3165
4763;106467;40178;E1795N3165
4764;87618;47852;E1785N3175
4765;19992;52965;E1735N3180
4766;31193;50738;E1745N3180
4767;84665;45009;E1780N3175
4768;36554;6793;E1750N3130
4769;37248;7185;E1750N3130
4770;86067;37053;E1780N3165
4771;85158;38424;E1780N3165
4772;36715;5127;E1750N3130
4773;37141;10657;E1750N3135
4774;42502;8329;E1750N3135
4775;41011;26025;E1750N3150
4776;10004;29312;E1730N3155
4777;8006;26967;E1730N3155
4778;5618;30499;E1725N3155
4779;83040;34098;E1780N3160
4780;78515;34086;E1775N3160
4781;74175;30072;E1775N3155
4782;80226;31861;E1780N3160
4783;81594;31632;E1780N3160
4784;82033;30601;E1780N3155
4785;82516;31817;E1780N3160
4786;82483;30721;E1780N3155
4787;82512;31658;E1780N3160
4790;81271;35509;E1780N3160
4791;79792;34937;E1780N3160
4792;79799;35425;E1780N3160
4793;82184;36528;E1780N3165
4794;3724;56958;E1725N3185
4795;3914;57724;E1725N3185
4796;4922;57093;E1725N3185
4797;0;8728;E1720N3135
4798;80341;18043;E1780N3145
4799;79873;18247;E1780N3145
4800;80345;18237;E1780N3145
4801;58055;8276;E1765N3135
4802;57672;8750;E1765N3135
4803;57570;8536;E1760N3135
4804;57113;8588;E1760N3135
4805;60465;14810;E1765N3140
4806;60057;13609;E1765N3140
4807;62280;19765;E1765N3145
4808;61865;19770;E1765N3145
4809;61573;22010;E1765N3150
4810;63776;40321;E1765N3165
4811;123950;28771;E1810N3155
4812;123757;28971;E1810N3155
4813;124030;28998;E1810N3155
4814;123721;29009;E1810N3155
4815;123619;28813;E1810N3155
4816;123989;28726;E1810N3155
4817;121093;31961;E1805N3160
4818;92015;41529;E1785N3170
4819;99473;40561;E1790N3170
4820;95899;41007;E1790N3170
4821;101399;40546;E1795N3170
4822;97614;48117;E1790N3175
4823;93704;39077;E1790N3165
4824;93682;38960;E1790N3165
4825;94855;41195;E1790N3170
4826;92571;42291;E1785N3170
4827;92562;42017;E1785N3170
4828;94452;13890;E1790N3140
4829;81933;44192;E1780N3170
4830;81772;34963;E1780N3160
4831;82196;34106;E1780N3160
4832;86883;33742;E1785N3160
4833;36669;7871;E1750N3130
4834;37085;6510;E1750N3130
4835;37427;6466;E1750N3130
4836;37342;12661;E1750N3140
4837;43070;11194;E1750N3135
4838;37297;11158;E1750N3135
4839;36678;11396;E1750N3135
4840;33077;16805;E1745N3140
4841;33313;15967;E1745N3140
4842;32809;15134;E1745N3140
4843;32357;14609;E1745N3140
4844;38683;14498;E1750N3140
4845;41195;6854;E1750N3130
4846;54016;46449;E1760N3175
4847;80662;28644;E1780N3155
4848;92543;41401;E1785N3170
4849;50658;52634;E1760N3180
4850;63274;47262;E1765N3175
4851;55023;47451;E1760N3175
4852;93133;31392;E1785N3160
4853;93060;31607;E1785N3160
4854;93278;31523;E1785N3160
4855;98153;43815;E1790N3170
4856;98153;43723;E1790N3170
4857;93544;40817;E1785N3170
4858;54099;38999;E1760N3165
4859;59992;46918;E1765N3175
4860;61718;55528;E1765N3185
4861;57985;55689;E1765N3185
4862;50421;51357;E1755N3180
4863;50857;52522;E1760N3180
4864;51328;44345;E1760N3170
4865;55010;46308;E1760N3175
4866;36176;50164;E1750N3180
4867;35810;49825;E1745N3180
4868;71433;42638;E1770N3170
4869;53346;46031;E1760N3175
4870;65074;44059;E1770N3170
4871;20187;38608;E1735N3165
4872;11629;43213;E1730N3170
4873;9586;42934;E1730N3170
4874;60610;44926;E1765N3170
4875;60508;47043;E1765N3175
4876;60465;47180;E1765N3175
4877;16912;30532;E1735N3155
4878;61759;40165;E1765N3165
4879;61946;39485;E1765N3165
4880;53728;45163;E1760N3175
4881;53370;45933;E1760N3175
4882;41335;62423;E1750N3190
4883;39913;62949;E1750N3190
4884;39790;62815;E1750N3190
4885;28774;62608;E1740N3190
4886;28367;62434;E1740N3190
4887;45296;74405;E1755N3205
4888;51382;68130;E1760N3200
4890;62333;58840;E1765N3190
4891;57988;59810;E1765N3190
4892;80976;38462;E1780N3165
4893;79858;39296;E1780N3165
4894;61165;36640;E1765N3165
4895;47896;51337;E1755N3180
4896;49255;51524;E1755N3180
4897;78837;50220;E1775N3180
4898;57403;51742;E1760N3180
4899;58050;51948;E1765N3180
4900;72348;48763;E1775N3175
4901;56042;3795;E1760N3130
4902;116066;25171;E1805N3150
4903;30911;19034;E1745N3145
4904;80313;2325;E1780N3125
4905;75044;13626;E1775N3140
4906;72731;15122;E1775N3140
4907;38526;69399;E1750N3200
4908;63303;81630;E1765N3210
4909;79962;34996;E1780N3160
4910;65029;44058;E1770N3170
4911;64882;55812;E1770N3185
4912;95395;39731;E1790N3165
4913;90775;77259;E1785N3205
4914;79679;32223;E1780N3160
4915;79683;32447;E1780N3160
4916;79278;32452;E1780N3160
4917;85313;40782;E1780N3170
4918;85786;40888;E1780N3170
4919;86428;46609;E1785N3175
4921;21332;35793;E1735N3165
4922;20038;36274;E1735N3165
4923;19395;36505;E1735N3165
4924;20854;36191;E1735N3165
4925;20701;36028;E1735N3165
4926;21478;35953;E1735N3165
4927;20197;36441;E1735N3165
4928;52223;64728;E1760N3195
4929;52697;43760;E1760N3170
4930;52997;43174;E1760N3170
4931;55017;47541;E1760N3175
4932;57111;41990;E1760N3170
4933;74165;40674;E1775N3170
4934;70149;40692;E1770N3170
4935;30612;48977;E1745N3175
4936;30772;48943;E1745N3175
4937;30909;49561;E1745N3175
4938;32319;49471;E1745N3175
4939;33368;48632;E1745N3175
4940;33414;48655;E1745N3175
4941;74751;49573;E1775N3180
4942;26206;36877;E1740N3165
4943;23354;33093;E1740N3160
4944;20200;32507;E1735N3160
4945;47311;50176;E1755N3180
4946;93555;41697;E1785N3170
4947;78749;61765;E1775N3190
4948;78887;61775;E1775N3190
4949;70324;30926;E1770N3155
4950;90357;50361;E1785N3180
4951;70580;39312;E1770N3165
4952;70451;39291;E1770N3165
4953;72082;39646;E1775N3165
4954;126452;72532;E1810N3200
4955;130049;71908;E1815N3200
4956;93219;42145;E1785N3170
4957;98212;40780;E1790N3170
4958;79022;30945;E1775N3155
4959;79123;31169;E1775N3160
4960;80714;31249;E1780N3160
4961;79273;32229;E1780N3160
4962;79302;30994;E1780N3155
4963;79306;31136;E1780N3160
4964;79317;31551;E1780N3160
4965;79313;31415;E1780N3160
4966;80137;30982;E1780N3155
4967;80141;31127;E1780N3160
4968;80146;31303;E1780N3160
4969;80149;31402;E1780N3160
4970;80153;31535;E1780N3160
4971;79320;31697;E1780N3160
4972;80157;31686;E1780N3160
4973;82189;35555;E1780N3160
4974;82189;35756;E1780N3165
4975;114761;74419;E1800N3205
4976;67775;47298;E1770N3175
4977;68118;47319;E1770N3175
4978;136260;38324;E1815N3165
4979;43975;47754;E1755N3175
4980;44888;48595;E1755N3175
4981;45048;48499;E1755N3175
4982;46296;49361;E1755N3175
4983;46087;49429;E1755N3175
4984;47230;50223;E1755N3180
4985;47289;50055;E1755N3180
4986;69243;37399;E1770N3165
4987;67529;44080;E1770N3170
4988;57255;41701;E1760N3170
4989;60717;43097;E1765N3170
4990;63947;40290;E1765N3165
4991;79795;35041;E1780N3160
4992;79223;35430;E1780N3160
4993;79276;37862;E1780N3165
4994;79283;38011;E1780N3165
4995;78491;37870;E1775N3165
4997;78581;36904;E1775N3165
4998;78587;37108;E1775N3165
4999;78383;37112;E1775N3165
5000;78341;36233;E1775N3165
5001;78791;36901;E1775N3165
5002;78161;37116;E1775N3165
5003;78142;36731;E1775N3165
5004;78793;37105;E1775N3165
5005;77953;37120;E1775N3165
5006;77941;36912;E1775N3165
5007;78546;36229;E1775N3165
5008;79439;36511;E1780N3165
5009;79449;36760;E1780N3165
5010;79668;36507;E1780N3165
5011;79677;36755;E1780N3165
5012;79868;36319;E1780N3165
5013;79877;36503;E1780N3165
5014;79661;36323;E1780N3165
5015;78979;36222;E1775N3165
5016;78997;36768;E1775N3165
5017;79150;36218;E1775N3165
5018;78759;36225;E1775N3165
5019;78788;36772;E1775N3165
5020;79783;38139;E1780N3165
5021;79375;36902;E1780N3165
5022;77689;37619;E1775N3165
5023;75555;37670;E1775N3165
5024;86553;33027;E1785N3160
5025;37927;58573;E1750N3185
5026;37831;60781;E1750N3190
5027;37830;58383;E1750N3185
5028;37938;58394;E1750N3185
5029;37871;58582;E1750N3185
5030;31910;53265;E1745N3180
5031;40707;46948;E1750N3175
5032;81965;37228;E1780N3165
5033;75995;34217;E1775N3160
5034;76034;34100;E1775N3160
5035;77011;34212;E1775N3160
5036;77015;34134;E1775N3160
5037;77439;31353;E1775N3160
5038;80445;35666;E1780N3160
5039;75564;35817;E1775N3165
5040;43571;47679;E1755N3175
5041;47233;42687;E1755N3170
5042;45479;44520;E1755N3170
5043;46901;42747;E1755N3170
5044;46664;42332;E1755N3170
5045;45353;41952;E1755N3170
5046;46694;42279;E1755N3170
5047;47192;42832;E1755N3170
5048;46999;43073;E1755N3170
5049;45728;44615;E1755N3170
5050;45632;44619;E1755N3170
5051;47629;42246;E1755N3170
5052;69417;39423;E1770N3165
5053;43060;47070;E1750N3175
5054;43746;46739;E1755N3175
5055;45006;45127;E1755N3175
5056;45093;45134;E1755N3175
5057;43631;46976;E1755N3175
5058;43822;46758;E1755N3175
5059;45245;45096;E1755N3175
5060;45311;45138;E1755N3175
5061;43366;47128;E1755N3175
5062;43911;47010;E1755N3175
5063;37899;46852;E1750N3175
5064;38589;46797;E1750N3175
5065;49512;42924;E1755N3170
5066;48214;40318;E1755N3165
5067;59994;49550;E1765N3175
5068;49398;44703;E1755N3170
5069;55931;52058;E1760N3180
5070;76925;56387;E1775N3185
5071;70067;39188;E1770N3165
5072;72858;47900;E1775N3175
5073;75853;55622;E1775N3185
5074;76883;55580;E1775N3185
5075;85315;51731;E1780N3180
5076;84338;51130;E1780N3180
5077;57630;40032;E1760N3165
5078;19812;32719;E1735N3160
5079;19832;32704;E1735N3160
5080;63043;49705;E1765N3180
5081;66617;43506;E1770N3170
5092;26181;88297;E1740N3220
5093;25520;88661;E1740N3220
5095;36425;5544;E1750N3130
5096;36094;6006;E1750N3130
5097;35990;5807;E1745N3130
5098;35875;5637;E1745N3130
5099;70580;42401;E1770N3170
5100;61326;23498;E1765N3150
5101;53153;54228;E1760N3185
5102;55959;52984;E1760N3180
5103;135273;83709;E1815N3215
5104;81893;65396;E1780N3195
5105;110347;83465;E1800N3215
5106;60034;49826;E1765N3180
5107;82154;36780;E1780N3165
5108;59609;42648;E1765N3170
5109;59457;42723;E1765N3170
5110;31341;44262;E1745N3170
5111;31225;44411;E1745N3170
5112;33514;45135;E1745N3175
5113;33625;44992;E1745N3175
5114;32299;44567;E1745N3170
5115;76001;58065;E1775N3185
5116;76089;58081;E1775N3185
5117;95303;24028;E1790N3150
5118;94985;24034;E1790N3150
5119;78326;61207;E1775N3190
5120;81639;87799;E1780N3220
5121;86389;22155;E1780N3150
5122;77689;34011;E1775N3160
5123;73607;3333;E1775N3125
5124;59861;13237;E1765N3140
5125;59657;13279;E1765N3140
5126;70123;49621;E1770N3180
5127;69605;50279;E1770N3180
5128;69019;51020;E1770N3180
5129;68841;50969;E1770N3180
5130;68109;49482;E1770N3175
5131;67703;47443;E1770N3175
5132;68055;47454;E1770N3175
5133;60559;44471;E1765N3170
5134;58864;43011;E1765N3170
5135;58901;43091;E1765N3170
5136;58150;43936;E1765N3170
5137;59342;42780;E1765N3170
5138;52384;44796;E1760N3170
5139;51974;44612;E1760N3170
5140;51918;44586;E1760N3170
5141;51144;44298;E1760N3170
5142;51562;42613;E1760N3170
5143;51113;43268;E1760N3170
5144;52910;43345;E1760N3170
5145;52772;43308;E1760N3170
5146;52796;42981;E1760N3170
5147;52896;43078;E1760N3170
5148;52845;43029;E1760N3170
5149;52905;42944;E1760N3170
5150;55074;47891;E1760N3175
5151;56638;52785;E1760N3180
5152;57519;52667;E1760N3180
5153;57495;52468;E1760N3180
5154;59641;52010;E1765N3180
5155;59786;51942;E1765N3180
5156;59918;51983;E1765N3180
5157;59794;52570;E1765N3180
5158;59924;52200;E1765N3180
5159;55976;53281;E1760N3180
5160;55983;53627;E1760N3180
5161;56121;55361;E1760N3185
5162;56885;55657;E1760N3185
5163;51136;51842;E1760N3180
5164;53247;54191;E1760N3185
5165;53266;40614;E1760N3170
5166;86949;24661;E1785N3150
5167;121855;73204;E1805N3205
5168;59458;44699;E1765N3170
5169;131782;6107;E1815N3130
5170;129646;45371;E1815N3175
5171;82567;36178;E1780N3165
5172;82211;36193;E1780N3165
5173;80384;39915;E1780N3165
5174;81213;39319;E1780N3165
5175;79519;39590;E1780N3165
5176;79207;39861;E1775N3165
5177;77643;40833;E1775N3170
5178;77269;41030;E1775N3170
5179;77771;40942;E1775N3170
5180;68986;37926;E1770N3165
5181;68924;38281;E1770N3165
5182;68578;37352;E1770N3165
5183;68785;36186;E1770N3165
5184;68844;35213;E1770N3160
5185;68782;35847;E1770N3165
5186;59759;40878;E1765N3170
5187;52881;42993;E1760N3170
5194;103888;49529;E1795N3175
5195;105897;65823;E1795N3195
5196;77407;5084;E1775N3130
5197;68221;31056;E1770N3155
5198;13934;60410;E1730N3190
5199;77550;6055;E1775N3130
5200;4101;4665;E1725N3130
5201;35421;46895;E1745N3175
5202;35281;46856;E1745N3175
5203;37088;46747;E1750N3175
5204;59680;49957;E1765N3180
5205;86831;46461;E1785N3175
5206;16918;58232;E1735N3185
5207;17559;58499;E1735N3185
5208;16293;57971;E1735N3185
5209;15664;57709;E1735N3185
5210;18150;58825;E1735N3190
5211;15041;57449;E1735N3185
5212;32052;17790;E1745N3145
5213;31401;21127;E1745N3145
5214;61121;23355;E1765N3150
5215;59797;13604;E1765N3140
5216;56734;7625;E1760N3130
5217;24057;16538;E1740N3140
5218;50508;31626;E1760N3160
5219;50600;31250;E1760N3160
5220;42997;28590;E1750N3155
5221;120397;73410;E1805N3205
5222;133200;71114;E1815N3200
5223;46867;48943;E1755N3175
5224;47222;48740;E1755N3175
5225;84359;44755;E1780N3170
5226;84668;46024;E1780N3175
5227;85938;40774;E1780N3170
5228;85731;40777;E1780N3170
5229;85940;40105;E1780N3165
5230;85738;40268;E1780N3165
5231;85737;40453;E1780N3170
5232;85735;40620;E1780N3170
5233;85090;39393;E1780N3165
5234;85227;39391;E1780N3165
5235;85940;40268;E1780N3165
5236;85939;40454;E1780N3170
5237;85939;40620;E1780N3170
5238;86966;38846;E1785N3165
5239;86074;41203;E1780N3170
5240;87377;40501;E1785N3170
5241;87215;40561;E1785N3170
5242;87652;40815;E1785N3170
5243;87678;41272;E1785N3170
5244;86510;41556;E1785N3170
5245;86503;41203;E1785N3170
5246;89859;42099;E1785N3170
5247;89647;42600;E1785N3170
5248;86221;42411;E1780N3170
5249;85799;43865;E1780N3170
5251;81309;44087;E1780N3170
5252;81079;43528;E1780N3170
5253;44929;41704;E1755N3170
5254;41682;41138;E1750N3170
5255;47605;42733;E1755N3170
5256;46789;42538;E1755N3170
5257;47927;42292;E1755N3170
5258;36405;58107;E1750N3185
5259;94733;34211;E1790N3160
5260;84198;42494;E1780N3170
5261;87665;40977;E1785N3170
5262;84440;42486;E1780N3170
5263;87667;41128;E1785N3170
5264;87521;40664;E1785N3170
5265;84479;42893;E1780N3170
5266;93793;14879;E1790N3140
5267;107741;87994;E1795N3220
5268;107661;88326;E1795N3220
5269;107417;88806;E1795N3220
5270;100536;74888;E1790N3205
5271;81006;54321;E1780N3185
5272;60004;49494;E1765N3175
5273;59802;49489;E1765N3175
5274;60657;47132;E1765N3175
5275;55722;56920;E1760N3185
5276;56285;53927;E1760N3180
5277;56284;5331;E1760N3130
5278;83684;54146;E1780N3180
5279;83592;54027;E1780N3180
5280;126644;25957;E1810N3150
5281;99350;36973;E1790N3165
5282;99328;37741;E1790N3165
5283;68755;37366;E1770N3165
5284;79305;31241;E1780N3160
5285;55250;39725;E1760N3165
5286;48229;79056;E1755N3210
5287;91802;89197;E1785N3220
5288;49545;40802;E1755N3170
5289;29835;50819;E1745N3180
5290;30034;50759;E1745N3180
5291;69884;22051;E1770N3150
5292;59974;51734;E1765N3180
5293;86839;28295;E1785N3155
5294;86742;27695;E1785N3155
5295;95094;26445;E1790N3150
5296;95312;24895;E1790N3150
5297;43921;47826;E1755N3175
5298;104184;51007;E1795N3180
5299;108138;52454;E1800N3180
5300;130999;58318;E1815N3185
5301;38016;60901;E1750N3190
5302;39252;80643;E1750N3210
5303;31845;53189;E1745N3180
5304;21062;54267;E1735N3185
5305;100974;74390;E1795N3205
5306;106632;84891;E1795N3215
5307;107512;89410;E1795N3220
5308;74232;31030;E1775N3155
5309;53344;57166;E1760N3185
5310;73558;31272;E1775N3160
5311;20292;57744;E1735N3185
5312;101008;50292;E1795N3180
5313;104160;51235;E1795N3180
5314;98226;61664;E1790N3190
5315;111527;85381;E1800N3215
5316;74627;69680;E1775N3200
5317;73607;69041;E1775N3200
5318;73998;70226;E1775N3200
5319;73476;69178;E1775N3200
5320;73384;69266;E1775N3200
5321;73525;69135;E1775N3200
5322;72937;69562;E1775N3200
5323;71814;67726;E1770N3195
5324;74129;70181;E1775N3200
5325;47426;42170;E1755N3170
5326;43854;47407;E1755N3175
