NODE ID;X;Y;SQUARE
1884;32653;42364;E1745N3170
1885;80300;42410;E1780N3170
1886;95770;42414;E1790N3170
1887;52970;42457;E1760N3170
1888;25789;42435;E1740N3170
1889;48117;42560;E1755N3170
1890;92168;42432;E1785N3170
1891;94715;42437;E1790N3170
1892;94811;42437;E1790N3170
1893;94934;42437;E1790N3170
1894;93587;42445;E1785N3170
1895;15322;42470;E1735N3170
1896;59980;42475;E1765N3170
1897;71308;42453;E1770N3170
1898;73491;42515;E1775N3170
1899;41025;42567;E1750N3170
1900;101962;42485;E1795N3170
1901;34539;42505;E1745N3170
1902;30406;42532;E1745N3170
1903;42870;42529;E1750N3170
1904;88855;42494;E1785N3170
1905;52777;42525;E1760N3170
1906;48097;42606;E1755N3170
1907;18172;42571;E1735N3170
1908;48220;42610;E1755N3170
1909;66831;42589;E1770N3170
1910;22209;42575;E1740N3170
1911;16121;42587;E1735N3170
1912;57732;42607;E1765N3170
1913;26269;42605;E1740N3170
1914;27135;42644;E1740N3170
1915;72330;42672;E1775N3170
1916;38477;42738;E1750N3170
1917;44868;42669;E1755N3170
1918;54643;42700;E1760N3170
1919;78533;42689;E1775N3170
1920;68083;42707;E1770N3170
1921;18529;42724;E1735N3170
1922;102509;42685;E1795N3170
1923;52748;42770;E1760N3170
1924;68262;42722;E1770N3170
1925;86129;42735;E1780N3170
1926;8060;42720;E1730N3170
1927;47100;42804;E1755N3170
1928;16941;42727;E1735N3170
1929;46986;42771;E1755N3170
1930;90671;42729;E1785N3170
1931;71569;42842;E1770N3170
1932;77891;42782;E1775N3170
1933;21983;42820;E1740N3170
1934;48959;42794;E1755N3170
1935;54533;42797;E1760N3170
1936;20999;42795;E1735N3170
1937;8677;42803;E1730N3170
1938;26679;42805;E1740N3170
1939;32205;42805;E1745N3170
1940;31037;42858;E1745N3170
1941;69423;42833;E1770N3170
1942;24795;42834;E1740N3170
1943;8986;42847;E1730N3170
1944;9691;42900;E1730N3170
1945;49324;42881;E1755N3170
1946;91999;42865;E1785N3170
1947;55220;42899;E1760N3170
1948;55792;42913;E1760N3170
1949;91826;42897;E1785N3170
1950;35439;42915;E1745N3170
1951;35234;42922;E1745N3170
1952;9659;42983;E1730N3170
1953;32370;42943;E1745N3170
1954;39059;42935;E1750N3170
1955;93596;42923;E1785N3170
1956;40737;42931;E1750N3170
1957;71694;43051;E1770N3170
1958;92961;42974;E1785N3170
1959;103874;42960;E1795N3170
1960;25289;42995;E1740N3170
1961;73316;43004;E1775N3170
1962;98191;43071;E1790N3170
1963;42623;43015;E1750N3170
1964;55672;43029;E1760N3170
1965;10748;43055;E1730N3170
1966;28111;42985;E1740N3170
1967;101407;43051;E1795N3170
1968;7362;43081;E1730N3170
1969;21769;43055;E1740N3170
1970;38749;43055;E1750N3170
1971;55963;43017;E1760N3170
1972;20753;43077;E1735N3170
1973;72859;43093;E1775N3170
1974;7212;43185;E1725N3170
1975;10719;43133;E1730N3170
1976;44945;43159;E1755N3170
1977;129878;43094;E1815N3170
1978;98757;43107;E1790N3170
1979;99602;43139;E1790N3170
1980;103926;43142;E1795N3170
1981;11567;43171;E1730N3170
1982;38907;43123;E1750N3170
1983;44742;43147;E1755N3170
1984;127204;43132;E1810N3170
1985;127459;43130;E1810N3170
1986;32575;43136;E1745N3170
1987;39671;43129;E1750N3170
1988;81990;43139;E1780N3170
1989;84825;43209;E1780N3170
1990;25759;43165;E1740N3170
1991;101831;43175;E1795N3170
1992;89310;43193;E1785N3170
1993;11537;43247;E1730N3170
1994;29807;43209;E1745N3170
1995;41595;43201;E1750N3170
1996;88874;43193;E1785N3170
1997;35829;43197;E1745N3170
1998;60746;43268;E1765N3170
1999;87591;43227;E1785N3170
2000;58349;43276;E1765N3170
2001;60401;43268;E1765N3170
2002;82917;43262;E1780N3170
2003;26265;43285;E1740N3170
2004;43410;43275;E1755N3170
2005;84981;43280;E1780N3170
2006;56255;43275;E1760N3170
2007;75748;43295;E1775N3170
2008;84672;43303;E1780N3170
2009;85946;43310;E1780N3170
2010;51077;43321;E1760N3170
2011;12380;43318;E1730N3170
2012;37209;43295;E1750N3170
2013;89308;43278;E1785N3170
2014;28798;43294;E1740N3170
2015;88875;43277;E1785N3170
2016;101436;43305;E1795N3170
2017;84973;43348;E1780N3170
2018;87704;43305;E1785N3170
2019;38726;43361;E1750N3170
2020;78782;43365;E1775N3170
2021;40386;43355;E1750N3170
2022;56351;43386;E1760N3170
2023;85934;43386;E1780N3170
2024;75517;43379;E1775N3170
2025;47806;43393;E1755N3170
2026;91681;43362;E1785N3170
2027;84828;43407;E1780N3170
2028;103090;43415;E1795N3170
2029;57422;43436;E1760N3170
2030;58392;43427;E1765N3170
2031;13245;43437;E1730N3170
2032;66639;43422;E1770N3170
2033;91629;43435;E1785N3170
2034;60374;43450;E1765N3170
2035;36820;43499;E1750N3170
2036;51704;43554;E1760N3170
2037;56308;43452;E1760N3170
2038;89339;43495;E1785N3170
2039;13828;43524;E1730N3170
2040;13897;43560;E1730N3170
2041;72009;43548;E1770N3170
2042;48756;43491;E1755N3170
2043;88149;43535;E1785N3170
2044;92757;43524;E1785N3170
2045;24134;43565;E1740N3170
2046;39368;43552;E1750N3170
2047;19786;43585;E1735N3170
2048;56428;43573;E1760N3170
2049;44372;43592;E1755N3170
2050;29478;43597;E1745N3170
2051;99956;43549;E1790N3170
2052;34039;43595;E1745N3170
2053;92910;43575;E1785N3170
2054;13909;43608;E1730N3170
2055;32915;43612;E1745N3170
2056;12264;43637;E1730N3170
2057;91474;43630;E1785N3170
2058;43110;43642;E1750N3170
2059;87779;43645;E1785N3170
2060;102512;43650;E1795N3170
2061;36469;43675;E1750N3170
2062;23842;43682;E1740N3170
2063;93625;43678;E1790N3170
2064;20197;43714;E1735N3170
2065;51991;43761;E1760N3170
2066;23159;43735;E1740N3170
2067;70301;43771;E1770N3170
2068;57558;43773;E1760N3170
2069;40060;43762;E1750N3170
2070;20134;43790;E1735N3170
2071;12909;43795;E1730N3170
2072;13959;43808;E1730N3170
2073;89399;43795;E1785N3170
2074;14823;43809;E1735N3170
2075;15688;43812;E1735N3170
2076;92891;43829;E1785N3170
2077;12418;43790;E1730N3170
2078;94736;43812;E1790N3170
2079;16601;43864;E1735N3170
2080;58260;43878;E1765N3170
2081;94929;43832;E1790N3170
2082;99108;43839;E1790N3170
2083;75947;43885;E1775N3170
2084;30149;43844;E1745N3170
2085;42214;43865;E1750N3170
2086;95335;43851;E1790N3170
2087;68048;43896;E1770N3170
2088;100359;43875;E1790N3170
2089;71903;43922;E1770N3170
2090;17829;43895;E1735N3170
2091;19482;43919;E1735N3170
2092;37909;43895;E1750N3170
2093;23649;43905;E1740N3170
2094;53495;43938;E1760N3170
2095;59535;43923;E1765N3170
2096;101802;43913;E1795N3170
2097;32249;43925;E1745N3170
2098;72369;44006;E1775N3170
2099;44064;43955;E1755N3170
2100;60156;43980;E1765N3170
2101;126434;43949;E1810N3170
2102;27279;43965;E1740N3170
2103;23839;43975;E1740N3170
2104;84849;43955;E1780N3170
2105;17907;44023;E1735N3170
2106;91172;44018;E1785N3170
2107;42778;44041;E1750N3170
2108;19891;44057;E1735N3170
2109;20879;44045;E1735N3170
2110;37920;44052;E1750N3170
2111;58059;44079;E1765N3170
2112;96310;43996;E1790N3170
2113;27406;44045;E1740N3170
2114;32840;44048;E1745N3170
2115;72813;44116;E1775N3170
2116;40913;44059;E1750N3170
2117;73889;44105;E1775N3170
2118;25859;44058;E1740N3170
2119;88159;44075;E1785N3170
2120;50536;44135;E1760N3170
2121;32738;44166;E1745N3170
2122;36888;44186;E1750N3170
2123;85703;44204;E1780N3170
2124;99419;44175;E1790N3170
2125;106788;44236;E1795N3170
2126;27946;44237;E1740N3170
2127;53214;44266;E1760N3170
2128;58684;44259;E1765N3170
2129;96894;44221;E1790N3170
2130;17916;44278;E1735N3170
2131;24599;44265;E1740N3170
2132;25677;44278;E1740N3170
2133;25935;44222;E1740N3170
2134;53263;44277;E1760N3170
2135;125111;44301;E1810N3170
2136;51240;44318;E1760N3170
2137;89498;44275;E1785N3170
2138;11134;44322;E1730N3170
2139;53529;44330;E1760N3170
2140;12912;44338;E1730N3170
2141;21629;44315;E1735N3170
2142;33256;44327;E1745N3170
2143;73411;44339;E1775N3170
2144;43735;44341;E1755N3170
2145;38256;44355;E1750N3170
2146;39616;44345;E1750N3170
2147;89147;44354;E1785N3170
2148;28283;44361;E1740N3170
2149;77405;44415;E1775N3170
2150;76776;44402;E1775N3170
2151;98131;44401;E1790N3170
2152;13181;44457;E1730N3170
2153;13988;44457;E1730N3170
2154;41903;44423;E1750N3170
2155;88897;44412;E1785N3170
2156;9227;44449;E1730N3170
2157;90809;44425;E1785N3170
2158;103882;44409;E1795N3170
2159;16556;44518;E1735N3170
2160;14827;44525;E1735N3170
2161;33647;44448;E1745N3170
2162;77646;44465;E1775N3170
2163;90862;44442;E1785N3170
2164;38380;44447;E1750N3170
2165;10299;44465;E1730N3170
2166;45526;44582;E1755N3170
2167;76209;44465;E1775N3170
2168;87442;44481;E1785N3170
2169;90961;44473;E1785N3170
2170;92679;44485;E1785N3170
2171;28659;44495;E1740N3170
2172;88529;44495;E1785N3170
2173;33864;44515;E1745N3170
2174;11366;44551;E1730N3170
2175;12915;44566;E1730N3170
2176;98127;44471;E1790N3170
2177;22459;44535;E1740N3170
2178;28080;44592;E1740N3170
2179;19425;44587;E1735N3170
2180;82369;44615;E1780N3170
2181;57691;44641;E1765N3170
2182;23265;44638;E1740N3170
2183;37709;44635;E1750N3170
2184;80529;44635;E1780N3170
2185;102947;44651;E1795N3170
2186;44817;44688;E1755N3170
2187;23404;44659;E1740N3170
2188;135839;44690;E1815N3170
2189;76262;44741;E1775N3170
2190;32169;44705;E1745N3170
2191;65330;44769;E1770N3170
2192;8733;44763;E1730N3170
2193;9638;44746;E1730N3170
2194;26641;44741;E1740N3170
2195;85536;44774;E1780N3170
2196;29337;44736;E1745N3170
2197;72525;44828;E1775N3170
2198;9720;44822;E1730N3170
2199;24179;44805;E1740N3170
2200;45445;44859;E1755N3170
2201;101931;44826;E1795N3170
2202;124247;44817;E1810N3170
2203;39235;44852;E1750N3170
2204;31226;44917;E1745N3170
2205;50048;44880;E1755N3170
2206;20129;44875;E1735N3170
2207;52494;44861;E1760N3170
2208;59452;44892;E1765N3170
2209;60069;44897;E1765N3170
2210;60245;44902;E1765N3170
2211;123219;44874;E1810N3170
2212;9796;44893;E1730N3170
2213;29212;44874;E1745N3170
2214;43299;44885;E1755N3170
2215;60746;44937;E1765N3170
2216;82029;44928;E1780N3170
2217;100905;44891;E1795N3170
2218;82239;44970;E1780N3175
2219;92354;44916;E1785N3170
2220;41519;44946;E1750N3170
2221;45375;44949;E1755N3170
2222;86944;44933;E1785N3170
2223;61272;44968;E1765N3175
2224;11659;45000;E1730N3175
2225;53672;45052;E1760N3175
2226;61417;45022;E1765N3175
2227;68162;45019;E1770N3175
2228;27280;45013;E1740N3175
2229;64432;45002;E1765N3175
2230;65376;45066;E1770N3175
2231;98280;45043;E1790N3175
2232;14813;45076;E1735N3175
2233;16545;45072;E1735N3175
2234;25149;45054;E1740N3175
2235;13987;45081;E1730N3175
2236;16646;45071;E1735N3175
2237;96059;45039;E1790N3175
2238;9134;45087;E1730N3175
2239;17839;45065;E1735N3175
2240;100918;45033;E1795N3175
2241;28112;45067;E1740N3175
2242;67919;45082;E1770N3175
2243;69523;45078;E1770N3175
2244;95071;45050;E1790N3175
2245;68133;45083;E1770N3175
2246;69665;45086;E1770N3175
2247;12938;45084;E1730N3175
2248;83009;45095;E1780N3175
2249;87674;45094;E1785N3175
2250;31976;45147;E1745N3175
2251;93756;45063;E1790N3175
2252;46243;45159;E1755N3175
2253;71383;45032;E1770N3175
2254;68140;45141;E1770N3175
2255;68947;45060;E1770N3175
2256;22589;45135;E1740N3175
2257;20889;45145;E1735N3175
2258;69060;45186;E1770N3175
2259;87635;45140;E1785N3175
2260;38378;45177;E1750N3175
2261;63920;45226;E1765N3175
2262;71291;45225;E1770N3175
2263;118390;45146;E1805N3175
2264;46437;45195;E1755N3175
2265;77368;45185;E1775N3175
2266;87599;45185;E1785N3175
2267;103063;45163;E1795N3175
2268;65419;45223;E1770N3175
2269;72035;45306;E1775N3175
2270;11755;45233;E1730N3175
2271;38321;45338;E1750N3175
2272;20809;45245;E1735N3175
2273;22899;45245;E1740N3175
2274;92513;45200;E1785N3175
2275;92369;45230;E1785N3175
2276;64304;45308;E1765N3175
2277;70350;45304;E1770N3175
2278;71791;45327;E1770N3175
2279;82762;45776;E1780N3175
2280;84661;45346;E1780N3175
2281;100068;45299;E1790N3175
2282;10062;45276;E1730N3175
2283;26049;45335;E1740N3175
2284;63785;45347;E1765N3175
2285;42880;45388;E1750N3175
2286;64493;45357;E1765N3175
2287;71793;45434;E1770N3175
2288;85252;45376;E1780N3175
2289;32755;45389;E1745N3175
2290;131561;45375;E1815N3175
2291;9409;45385;E1730N3175
2292;47120;45370;E1755N3175
2293;103098;45388;E1795N3175
2294;129910;45371;E1815N3175
2295;129810;45224;E1815N3175
2296;23312;45400;E1740N3175
2297;59095;45391;E1765N3175
2298;73088;45470;E1775N3175
2299;99603;45404;E1790N3175
2300;41091;45453;E1750N3175
2301;89759;45455;E1785N3175
2302;100946;45416;E1795N3175
2303;100082;45455;E1790N3175
2304;38789;45426;E1750N3175
2305;86710;45481;E1785N3175
2306;64398;45474;E1765N3175
2307;23569;45495;E1740N3175
2308;89467;45526;E1785N3175
2309;38387;45546;E1750N3175
2310;30175;45583;E1745N3175
2311;57272;45619;E1760N3175
2312;43549;45603;E1755N3175
2313;26769;45595;E1740N3175
2314;30307;45610;E1745N3175
2315;134124;45556;E1815N3175
2316;58236;45647;E1765N3175
2317;103535;45644;E1795N3175
2318;132585;45639;E1815N3175
2319;29121;45629;E1745N3175
2320;134024;45554;E1815N3175
2321;58641;45678;E1765N3175
2322;65789;45693;E1770N3175
2323;89343;45619;E1785N3175
2324;66433;45725;E1770N3175
2325;102578;45699;E1795N3175
2326;66831;45743;E1770N3175
2327;90136;45744;E1785N3175
2328;102016;45720;E1795N3175
2329;29331;45757;E1745N3175
2330;38268;45860;E1750N3175
2331;25679;45795;E1740N3175
2332;29155;45762;E1745N3175
2333;97953;45783;E1790N3175
2334;52662;45835;E1760N3175
2335;57317;45814;E1760N3175
2336;60143;45829;E1765N3175
2337;49518;45846;E1755N3175
2338;60469;45853;E1765N3175
2339;30755;45883;E1745N3175
2340;58153;45901;E1765N3175
2341;98874;45839;E1790N3175
2342;27456;45843;E1740N3175
2343;75957;45873;E1775N3175
2344;98717;45845;E1790N3175
2345;133439;45810;E1815N3175
2346;49706;45889;E1755N3175
2347;56147;45911;E1760N3175
2348;133157;45860;E1815N3175
2349;98086;45892;E1790N3175
2350;60583;45912;E1765N3175
2351;89428;45907;E1785N3175
2352;97764;45891;E1790N3175
2353;42440;45902;E1750N3175
2354;60907;45922;E1765N3175
2355;97247;45924;E1790N3175
2356;61086;45960;E1765N3175
2357;75931;45964;E1775N3175
2358;55085;45986;E1760N3175
2359;132535;45957;E1815N3175
2360;30682;46032;E1745N3175
2361;97918;45986;E1790N3175
2362;31518;46054;E1745N3175
2363;40767;46117;E1750N3175
2364;96233;46080;E1790N3175
2365;36981;46080;E1750N3175
2366;24609;46145;E1740N3175
2367;52526;46171;E1760N3175
2368;55062;46231;E1760N3175
2369;55188;46207;E1760N3175
2370;50490;46408;E1760N3175
2371;54041;46311;E1760N3175
2372;97237;46223;E1790N3175
2373;36897;46191;E1750N3175
2374;53689;46353;E1760N3175
2375;78842;46244;E1775N3175
2376;37935;46316;E1750N3175
2377;27039;46295;E1740N3175
2378;37867;46330;E1750N3175
2379;31158;46309;E1745N3175
2380;32498;46325;E1745N3175
2381;38120;46324;E1750N3175
2382;42299;46287;E1750N3175
2383;87579;46305;E1785N3175
2384;18799;46311;E1735N3175
2385;65391;46381;E1770N3175
2386;66360;46411;E1770N3175
2387;38479;46414;E1750N3175
2388;67432;46445;E1770N3175
2389;30533;46450;E1745N3175
2390;42055;46430;E1750N3175
2391;86847;46457;E1785N3175
2392;80704;46494;E1780N3175
2393;84664;46559;E1780N3175
2394;69768;46532;E1770N3175
2395;64185;46551;E1765N3175
2396;68197;46817;E1770N3175
2397;81100;46564;E1780N3175
2398;30804;46565;E1745N3175
2399;60403;46597;E1765N3175
2400;60428;46508;E1765N3175
2401;38323;46567;E1750N3175
2402;71166;46588;E1770N3175
2403;63441;46636;E1765N3175
2404;81589;46629;E1780N3175
2405;83121;46652;E1780N3175
2406;84803;46649;E1780N3175
2407;38801;46652;E1750N3175
2408;89759;46635;E1785N3175
2409;90529;46645;E1785N3175
2410;21520;46660;E1735N3175
2411;49512;46665;E1755N3175
2412;38797;46784;E1750N3175
2413;86174;46661;E1780N3175
2414;38057;46723;E1750N3175
2415;84669;46738;E1780N3175
2416;72847;46699;E1775N3175
2417;74129;46703;E1775N3175
2418;59998;46789;E1765N3175
2419;50577;46823;E1760N3175
2420;49492;46793;E1755N3175
2421;64258;46831;E1765N3175
2422;65366;46813;E1770N3175
2423;50389;46815;E1755N3175
2424;43944;46774;E1755N3175
2425;60262;46818;E1765N3175
2426;38417;46871;E1750N3175
2427;40719;46875;E1750N3175
2428;92585;46898;E1785N3175
2429;23385;46912;E1740N3175
2430;103445;46957;E1795N3175
2431;41606;46958;E1750N3175
2432;39584;46929;E1750N3175
2433;103086;46997;E1795N3175
2434;19478;46981;E1735N3175
2435;30188;47027;E1745N3175
2436;41591;47024;E1750N3175
2437;40692;47023;E1750N3175
2438;24314;47040;E1740N3175
2439;20406;47084;E1735N3175
2440;32096;47089;E1745N3175
2441;44298;47108;E1755N3175
2442;42737;47122;E1750N3175
2443;42869;47135;E1750N3175
2444;60553;47117;E1765N3175
2445;42723;47191;E1750N3175
2446;21334;47208;E1735N3175
2447;98408;47187;E1790N3175
2448;43370;47277;E1755N3175
2449;63371;47264;E1765N3175
2450;64330;47275;E1765N3175
2451;66950;47287;E1770N3175
2452;67880;47306;E1770N3175
2453;65351;47281;E1770N3175
2454;68017;47314;E1770N3175
2455;70837;47289;E1770N3175
2456;66892;47336;E1770N3175
2457;45165;47323;E1755N3175
2458;35283;47327;E1745N3175
2459;69369;47373;E1770N3175
2460;22279;47335;E1740N3175
2461;27820;47447;E1740N3175
2462;114535;47368;E1800N3175
2463;45870;47385;E1755N3175
2464;66916;47394;E1770N3175
2465;70767;47427;E1770N3175
2466;36846;47395;E1750N3175
2467;39489;47393;E1750N3175
2468;52268;47400;E1760N3175
2469;89448;47376;E1785N3175
2470;50792;47418;E1760N3175
2471;49474;47425;E1755N3175
2472;49742;47421;E1755N3175
2473;31513;47538;E1745N3175
2474;48569;47435;E1755N3175
2475;43581;47411;E1755N3175
2476;67801;47446;E1770N3175
2477;67960;47450;E1770N3175
2478;23211;47460;E1740N3175
2479;29901;47456;E1745N3175
2480;30197;47453;E1745N3175
2481;51291;47490;E1760N3175
2482;69306;47499;E1770N3175
2483;70700;47558;E1770N3175
2484;67887;47582;E1770N3175
2485;74448;47584;E1775N3175
2486;35859;47579;E1745N3175
2487;75299;47631;E1775N3175
2488;77522;47576;E1775N3175
2489;94072;47609;E1790N3175
2490;53369;47655;E1760N3175
2491;53444;47653;E1760N3175
2492;37010;47625;E1750N3175
2493;77648;47731;E1775N3175
2494;82088;47675;E1780N3175
2495;33407;47686;E1745N3175
2496;36898;47698;E1750N3175
2497;82959;47686;E1780N3175
2498;81239;47715;E1780N3175
2499;83184;47702;E1780N3175
2500;94905;47718;E1790N3175
2501;36139;47747;E1750N3175
2502;83608;47765;E1780N3175
2503;87425;47752;E1785N3175
2504;41871;47797;E1750N3175
2505;36242;47814;E1750N3175
2506;37199;47820;E1750N3175
2507;80214;47864;E1780N3175
2508;24020;47849;E1740N3175
2509;18365;47873;E1735N3175
2510;37768;47848;E1750N3175
2511;67672;47874;E1770N3175
2512;91937;47917;E1785N3175
2513;18650;47915;E1735N3175
2514;55446;47925;E1760N3175
2515;83739;48021;E1780N3175
2516;85365;47969;E1780N3175
2517;24710;47972;E1740N3175
2518;19116;47975;E1735N3175
2519;81184;47984;E1780N3175
2520;34136;48124;E1745N3175
2521;90521;48070;E1785N3175
2522;97340;48109;E1790N3175
2523;45668;48142;E1755N3175
2524;20049;48100;E1735N3175
2525;112798;48132;E1800N3175
2526;64496;48155;E1765N3175
2527;88140;48130;E1785N3175
2528;35113;48228;E1745N3175
2529;20737;48191;E1735N3175
2530;63413;48241;E1765N3175
2531;20991;48224;E1735N3175
2532;53298;48232;E1760N3175
2533;81169;48275;E1780N3175
2534;42547;48272;E1750N3175
2535;90444;48329;E1785N3175
2536;72709;48386;E1775N3175
2537;21931;48352;E1740N3175
2538;79835;48399;E1780N3175
2539;111952;48388;E1800N3175
2540;53139;48430;E1760N3175
2541;34661;48400;E1745N3175
2542;80040;48482;E1780N3175
2543;93906;48474;E1790N3175
2544;81917;48501;E1780N3175
2545;22861;48472;E1740N3175
2546;40580;48505;E1750N3175
2547;17583;48520;E1735N3175
2548;23136;48509;E1740N3175
2549;39263;48521;E1750N3175
2550;54814;48557;E1760N3175
2551;23806;48516;E1740N3175
2552;35019;48586;E1745N3175
2553;44964;48550;E1755N3175
2554;89029;48555;E1785N3175
2555;91487;48591;E1785N3175
2556;24509;48605;E1740N3175
2557;40324;48628;E1750N3175
2558;35138;48643;E1745N3175
2559;65449;48619;E1770N3175
2560;65807;48619;E1770N3175
2561;82369;48635;E1780N3175
2562;64839;48661;E1770N3175
2563;54309;48682;E1760N3175
2564;25387;48723;E1740N3175
2565;18379;48715;E1735N3175
2566;82692;48723;E1780N3175
2567;18458;48718;E1735N3175
2568;80801;48734;E1780N3175
2569;35308;48724;E1745N3175
2570;54762;48748;E1760N3175
2571;66817;48796;E1770N3175
2572;63664;48769;E1765N3175
2573;85075;48801;E1780N3175
2574;73797;48801;E1775N3175
2575;85618;48819;E1780N3175
2576;20618;48772;E1735N3175
2577;30523;48803;E1745N3175
2578;39244;48785;E1750N3175
2579;83689;48825;E1780N3175
2580;81158;48847;E1780N3175
2581;86410;48865;E1780N3175
2582;88974;48849;E1785N3175
2583;87654;48888;E1785N3175
2584;40263;48864;E1750N3175
2585;89958;48961;E1785N3175
2586;46942;48995;E1755N3175
2587;79580;49035;E1780N3175
2588;74898;49004;E1775N3175
2589;92278;48991;E1785N3175
2590;89908;49013;E1785N3175
2591;28574;49111;E1740N3175
2592;68529;49115;E1770N3175
2593;89852;49069;E1785N3175
2594;81974;49117;E1780N3175
2595;25509;49105;E1740N3175
2596;52473;49106;E1760N3175
2597;72364;49108;E1775N3175
2598;66538;49164;E1770N3175
2599;97422;49192;E1790N3175
2600;28825;49174;E1740N3175
2601;38412;49170;E1750N3175
2602;33845;49200;E1745N3175
2603;24782;49205;E1740N3175
2604;36349;49235;E1750N3175
2605;65327;49290;E1770N3175
2606;97287;49249;E1790N3175
2607;28482;49242;E1740N3175
2608;40790;49248;E1750N3175
2609;97534;49294;E1790N3175
2610;28789;49289;E1740N3175
2611;93023;49328;E1785N3175
2612;97302;49318;E1790N3175
2613;80707;49389;E1780N3175
2614;65551;49398;E1770N3175
2615;73558;49341;E1775N3175
2616;28654;49326;E1740N3175
2617;54115;49392;E1760N3175
2618;69832;49356;E1770N3175
2619;37976;49364;E1750N3175
2620;46207;49412;E1755N3175
2621;84881;49366;E1780N3175
2622;97401;49354;E1790N3175
2623;27813;49370;E1740N3175
2624;90669;49394;E1785N3175
2625;93466;49412;E1785N3175
2626;67114;49428;E1770N3175
2627;115167;49431;E1800N3175
2628;65381;49450;E1770N3175
2629;85829;49463;E1780N3175
2630;63957;49341;E1765N3175
2631;85599;49461;E1780N3175
2632;86369;49470;E1780N3175
2633;27086;49493;E1740N3175
2634;74889;49041;E1775N3175
2635;86949;49515;E1785N3175
2636;18506;49537;E1735N3175
2637;26796;49544;E1740N3175
2638;74652;49554;E1775N3175
2639;38190;49568;E1750N3175
2640;37516;49567;E1750N3175
2641;60702;49614;E1765N3180
2642;50639;49595;E1760N3180
2643;91592;49590;E1785N3180
2644;40215;49620;E1750N3180
2645;22689;49655;E1740N3180
2646;64236;49672;E1765N3180
2647;72084;49683;E1775N3180
2648;47979;49667;E1755N3180
2649;63836;49716;E1765N3180
2650;27967;49724;E1740N3180
2651;67759;49735;E1770N3180
2652;91508;49693;E1785N3180
2653;51089;49755;E1760N3180
2654;25387;49774;E1740N3180
2655;84076;49778;E1780N3180
2656;37188;49709;E1750N3180
2657;21786;49808;E1740N3180
2658;51279;49825;E1760N3180
2659;84344;49862;E1780N3180
2660;32989;49845;E1745N3180
2661;23887;49892;E1740N3180
2662;50364;49885;E1755N3180
2663;28030;49990;E1740N3180
2664;68585;49945;E1770N3180
2665;31111;49940;E1745N3180
2666;73618;49964;E1775N3180
2667;20797;49976;E1735N3180
2668;81596;50024;E1780N3180
2669;82866;50032;E1780N3180
2670;92315;49958;E1785N3180
2671;66122;50093;E1770N3180
2672;86960;50075;E1785N3180
2673;23778;50052;E1740N3180
2674;47207;50104;E1755N3180
2675;59870;50652;E1765N3180
2676;100380;50092;E1790N3180
2677;97424;50106;E1790N3180
2678;27035;50081;E1740N3180
2679;27953;50165;E1740N3180
2680;69435;50143;E1770N3180
2681;74440;50124;E1775N3180
2682;23998;50114;E1740N3180
2683;19846;50125;E1735N3180
2684;74539;50145;E1775N3180
2685;75341;50159;E1775N3180
2686;78901;50158;E1775N3180
2687;85269;50155;E1780N3180
2688;100396;50181;E1790N3180
2689;71801;50270;E1770N3180
2690;93471;50218;E1785N3180
2691;26303;50202;E1740N3180
2692;78011;50196;E1775N3180
2693;28149;50248;E1740N3180
2694;51394;50294;E1760N3180
2695;80745;50285;E1780N3180
2696;83679;50285;E1780N3180
2697;33239;50281;E1745N3180
2698;78886;50293;E1775N3180
2699;93414;50254;E1785N3180
2700;56039;50311;E1760N3180
2701;18742;50299;E1735N3180
2702;79730;50351;E1780N3180
2703;82612;50358;E1780N3180
2704;25617;50316;E1740N3180
2705;73074;50341;E1775N3180
2706;101328;50341;E1795N3180
2707;73445;50380;E1775N3180
2708;93681;50348;E1790N3180
2709;66946;50447;E1770N3180
2710;29706;50399;E1745N3180
2711;80723;50414;E1780N3180
2712;72625;50471;E1775N3180
2713;38103;50405;E1750N3180
2714;102709;50449;E1795N3180
2715;38293;50455;E1750N3180
2716;90333;50482;E1785N3180
2717;102657;50519;E1795N3180
2718;32079;50515;E1745N3180
2719;33719;50525;E1745N3180
2720;86389;50525;E1780N3180
2721;38944;50525;E1750N3180
2722;39118;50532;E1750N3180
2723;58438;50601;E1765N3180
2724;84379;50561;E1780N3180
2725;94540;50508;E1790N3180
2726;40059;50540;E1750N3180
2727;21052;50585;E1735N3180
2728;33906;50623;E1745N3180
2729;32219;50655;E1745N3180
2730;86689;50665;E1785N3180
2731;35094;50646;E1745N3180
2732;40762;50604;E1750N3180
2733;32377;50674;E1745N3180
2734;59628;50692;E1765N3180
2735;84848;50696;E1780N3180
2736;66231;50711;E1770N3180
2737;98034;50702;E1790N3180
2738;67057;50745;E1770N3180
2739;40386;50717;E1750N3180
2740;81506;50783;E1780N3180
2741;27279;50775;E1740N3180
2742;85097;50774;E1780N3180
2743;23193;50742;E1740N3180
2744;32566;50781;E1745N3180
2745;58737;50768;E1765N3180
2746;98118;50768;E1790N3180
2747;91982;50836;E1785N3180
2748;74207;50853;E1775N3180
2749;104283;50876;E1795N3180
2750;64731;50935;E1765N3180
2751;73701;50939;E1775N3180
2752;66633;50924;E1770N3180
2753;26629;50965;E1740N3180
2754;67969;50965;E1770N3180
2755;83977;51015;E1780N3180
2756;40007;50877;E1750N3180
