Location ID;X;Y;Square;Population;Total Deliveries;Total Pickups
390;90169;19485;EN;0;0;0
3149;26860;57931;EN;0;0;0
3265;95174;59450;EN;0;0;0
5230;85738;40268;EN;0;0;0
5648;47298;42638;EN;0;0;0
6629;17873;37091;EN;0;0;0
6837;65066;44432;EN;0;0;0
7690;113675;84425;EN;0;0;0
