EDGE ID;V1;V2;DIST;DIRECTED (v1 -> v2);TYPE;NAME;MAX_SPEED;X1;Y1;X2;Y2;Square 1;Square 2;Square mid
e2317;2137;2157;131,9553334;FALSE;residential;Churchilllaan;30;89498;44275;90809;44425;E1785N3170;E1785N3170;E1785N3170
e2318;2119;2168;82,39690528;FALSE;residential;Europalaan;30;88159;44075;87442;44481;E1785N3170;E1785N3170;E1785N3170
e2319;2076;2170;68,9405541;TRUE;residential;Kapelstraat;30;92891;43829;92679;44485;E1785N3170;E1785N3170;E1785N3170
e2320;2790;2879;211,9913442;FALSE;unclassified;Withuisveld;50;98705;51422;97073;52775;E1790N3180;E1790N3180;E1790N3180
e2321;1565;1631;60,21627687;FALSE;residential;7 Januaristraat;30;90879;39665;91229;40155;E1785N3165;E1785N3165;E1785N3165
e2322;1631;4480;68,4283567;FALSE;residential;7 Januaristraat;30;91229;40155;91579;40743;E1785N3165;E1785N3170;E1785N3170
e2323;1601;1630;50,15665459;FALSE;residential;Nijverheidsweg;50;88801;39947;88336;40135;E1785N3165;E1785N3165;E1785N3165
e2324;1630;1651;62,68723953;FALSE;residential;Nijverheidsweg;50;88336;40135;87749;40355;E1785N3165;E1785N3170;E1785N3165
e2325;1651;5240;39,96248241;FALSE;residential;Nijverheidsweg;50;87749;40355;87377;40501;E1785N3170;E1785N3170;E1785N3170
e2326;5240;5241;17,27541606;FALSE;residential;Nijverheidsweg;50;87377;40501;87215;40561;E1785N3170;E1785N3170;E1785N3170
e2327;5241;5596;74,5322078;FALSE;residential;Nijverheidsweg;50;87215;40561;86499;40768;E1785N3170;E1785N3170;E1785N3170
e2328;5573;2790;25,73868684;FALSE;unclassified;Withuisveld;50;98523;51240;98705;51422;E1790N3180;E1790N3180;E1790N3180
e2329;2790;2889;154,439697;FALSE;unclassified;Withuisveld;50;98705;51422;99416;52793;E1790N3180;E1790N3180;E1790N3180
e2330;2814;4647;52,44806955;FALSE;residential;undefined;30;90098;51655;90604;51793;E1785N3180;E1785N3180;E1785N3180
e2331;4647;2857;190,4786865;FALSE;residential;undefined;30;90604;51793;92437;52311;E1785N3180;E1785N3180;E1785N3180
e2332;2768;2857;141,7536596;FALSE;residential;Armand Maassenstraat;30;93190;51110;92437;52311;E1785N3180;E1785N3180;E1785N3180
e2333;2624;4950;101,6087103;FALSE;tertiary;Oostermaasweg;50;90669;49394;90357;50361;E1785N3175;E1785N3180;E1785N3180
e2334;4950;2716;12,33572049;FALSE;tertiary;Oostermaasweg;50;90357;50361;90333;50482;E1785N3180;E1785N3180;E1785N3180
e2335;2716;4649;45,12704289;FALSE;tertiary;Oostermaasweg;50;90333;50482;90247;50925;E1785N3180;E1785N3180;E1785N3180
e2336;4649;2814;74,5051005;FALSE;tertiary;Oostermaasweg;50;90247;50925;90098;51655;E1785N3180;E1785N3180;E1785N3180
e2337;1589;1648;46,69646668;FALSE;residential;Auwerhofstraat;30;99877;39879;99907;40345;E1790N3165;E1790N3170;E1790N3165
e2338;1648;4668;20,94612136;FALSE;residential;Auwerhofstraat;30;99907;40345;99950;40550;E1790N3170;E1790N3170;E1790N3170
e2339;1602;1621;21,33775996;FALSE;residential;Wethouder Vrankenstraat;30;95490;39957;95603;40138;E1790N3165;E1790N3165;E1790N3165
e2340;1571;1601;101,8237693;FALSE;residential;Heerderbroek;30;89799;39745;88801;39947;E1785N3165;E1785N3165;E1785N3165
e2341;1592;1600;168,0657312;FALSE;residential;Atoomstraat;30;97284;39907;95604;39954;E1790N3165;E1790N3165;E1790N3165
e2342;1600;1602;11,40394669;FALSE;residential;Atoomstraat;30;95604;39954;95490;39957;E1790N3165;E1790N3165;E1790N3165
e2343;2543;2725;213,0519186;FALSE;residential;Ambyerstraat Zuid;30;93906;48474;94540;50508;E1790N3175;E1790N3180;E1790N3175
e2344;2725;2840;174,2884104;FALSE;residential;Ambyerstraat Zuid;30;94540;50508;95358;52047;E1790N3180;E1790N3180;E1790N3180
e2345;2840;2677;283,4755192;FALSE;unclassified;Weerhuisweg;50;95358;52047;97424;50106;E1790N3180;E1790N3180;E1790N3180
e2346;2073;7537;63,97319751;FALSE;residential;Europalaan;30;89399;43795;88775;43936;E1785N3170;E1785N3170;E1785N3170
e2347;7537;2119;63,14879255;FALSE;residential;Europalaan;30;88775;43936;88159;44075;E1785N3170;E1785N3170;E1785N3170
e2348;2082;2124;45,78394915;FALSE;residential;Sleedoorn;30;99108;43839;99419;44175;E1790N3170;E1790N3170;E1790N3170
e2349;2073;2137;49,01030504;FALSE;residential;5e Meistraat;30;89399;43795;89498;44275;E1785N3170;E1785N3170;E1785N3170
e2350;2281;2299;47,67074575;FALSE;residential;Vuurdoorn;30;100068;45299;99603;45404;E1790N3175;E1790N3175;E1790N3175
e2351;2281;2303;15,66269453;FALSE;residential;Vuurdoorn;30;100068;45299;100082;45455;E1790N3175;E1790N3175;E1790N3175
e2352;2301;2308;30,05079034;FALSE;residential;Vredeslaan;30;89759;45455;89467;45526;E1785N3175;E1785N3175;E1785N3175
e2353;2308;2155;125,1357663;TRUE;residential;Vredeslaan;30;89467;45526;88897;44412;E1785N3175;E1785N3170;E1785N3175
e2354;2169;7530;135,924869;TRUE;residential;Vrijheidslaan;30;90961;44473;90087;45514;E1785N3170;E1785N3175;E1785N3175
e2355;6675;2157;138,7142747;TRUE;residential;Vrijheidslaan;30;89946;45511;90809;44425;E1785N3175;E1785N3170;E1785N3175
e2356;2301;6675;19,52050204;FALSE;residential;Vredeslaan;30;89759;45455;89946;45511;E1785N3175;E1785N3175;E1785N3175
e2357;2237;8330;46,3492179;FALSE;service;Bemelergrubbe;5;96059;45039;96107;45500;E1790N3175;E1790N3175;E1790N3175
e2358;8330;6230;11,91511645;FALSE;service;Bemelergrubbe;5;96107;45500;96101;45619;E1790N3175;E1790N3175;E1790N3175
e2359;6677;8336;168,6075325;FALSE;service;undefined;5;93986;46188;95571;45613;E1790N3175;E1790N3175;E1790N3175
e2360;8336;6230;53,00339612;FALSE;service;undefined;5;95571;45613;96101;45619;E1790N3175;E1790N3175;E1790N3175
e2361;2308;2323;15,5;FALSE;residential;Vredeslaan;30;89467;45526;89343;45619;E1785N3175;E1785N3175;E1785N3175
e2362;7533;2266;169,3063496;TRUE;residential;Gerechtigheidslaan;30;89219;45677;87599;45185;E1785N3175;E1785N3175;E1785N3175
e2363;2106;2170;157,7700225;FALSE;residential;Europalaan;30;91172;44018;92679;44485;E1785N3170;E1785N3170;E1785N3170
e2364;2119;2172;55,97320788;FALSE;residential;13 Septemberstraat;30;88159;44075;88529;44495;E1785N3170;E1785N3170;E1785N3170
e2365;2053;2076;25,47096386;TRUE;residential;Kapelstraat;30;92910;43575;92891;43829;E1785N3170;E1785N3170;E1785N3170
e2366;2053;2063;72,2380786;FALSE;tertiary;Adelbert van Scharnlaan D;50;92910;43575;93625;43678;E1785N3170;E1790N3170;E1785N3170
e2367;1893;2081;139,5008961;TRUE;residential;Dokter Willemsstraat;30;94934;42437;94929;43832;E1790N3170;E1790N3170;E1790N3170
e2368;2081;2086;40,64443381;TRUE;tertiary;Adelbert van Scharnlaan K;50;94929;43832;95335;43851;E1790N3170;E1790N3170;E1790N3170
e2369;2086;2112;98,57230848;TRUE;tertiary;Adelbert van Scharnlaan K;50;95335;43851;96310;43996;E1790N3170;E1790N3170;E1790N3170
e2370;6234;2081;54,38317755;TRUE;tertiary;Adelbert van Scharnlaan B;50;95462;43940;94929;43832;E1790N3170;E1790N3170;E1790N3170
e2371;2057;2106;49,16787569;FALSE;residential;Beneluxstraat;30;91474;43630;91172;44018;E1785N3170;E1785N3170;E1785N3170
e2372;2073;2106;178,6968942;FALSE;residential;Europalaan;30;89399;43795;91172;44018;E1785N3170;E1785N3170;E1785N3170
e2373;2059;2119;57,38466694;FALSE;residential;13 Septemberstraat;30;87779;43645;88159;44075;E1785N3170;E1785N3170;E1785N3170
e2374;2355;6104;101,000297;FALSE;service;Bemelergrubbe;5;97247;45924;96238;45969;E1790N3175;E1790N3175;E1790N3175
e2375;2266;2383;112,0178557;FALSE;residential;Churchilllaan;30;87599;45185;87579;46305;E1785N3175;E1785N3175;E1785N3175
e2376;2327;2409;98,29801626;FALSE;residential;Pastoor Janssenlaan;30;90136;45744;90529;46645;E1785N3175;E1785N3175;E1785N3175
e2377;2408;2409;77,00649323;FALSE;residential;Padualaan;30;89759;46635;90529;46645;E1785N3175;E1785N3175;E1785N3175
e2378;2409;2428;207,1507905;FALSE;residential;Padualaan;30;90529;46645;92585;46898;E1785N3175;E1785N3175;E1785N3175
e2379;2428;60;151,409544;FALSE;residential;Padualaan;30;92585;46898;94099;46881;E1785N3175;E1790N3175;E1785N3175
e2380;2275;2428;168,1927466;TRUE;residential;Kloosterstraat;30;92369;45230;92585;46898;E1785N3175;E1785N3175;E1785N3175
e2381;2699;2708;28,30635971;FALSE;service;Van Assenstraat;30;93414;50254;93681;50348;E1785N3180;E1790N3180;E1785N3180
e2382;2708;2725;87,37739982;FALSE;service;Van Assenstraat;30;93681;50348;94540;50508;E1790N3180;E1790N3180;E1790N3180
e2383;2652;6676;102,300782;FALSE;residential;Gebroeders Ummelsstraat;30;91508;49693;91189;50665;E1785N3180;E1785N3180;E1785N3180
e2384;2716;6676;87,534279;FALSE;residential;Giel Duijkersstraat;30;90333;50482;91189;50665;E1785N3180;E1785N3180;E1785N3180
e2385;6676;2747;81,1227465;FALSE;residential;Giel Duijkersstraat;30;91189;50665;91982;50836;E1785N3180;E1785N3180;E1785N3180
e2386;2747;7527;100,1568769;FALSE;residential;Giel Duijkersstraat;30;91982;50836;92960;51052;E1785N3180;E1785N3180;E1785N3180
e2387;7527;2768;23,72003373;FALSE;residential;Giel Duijkersstraat;30;92960;51052;93190;51110;E1785N3180;E1785N3180;E1785N3180
e2388;1647;1652;75,32151087;TRUE;residential;Onder de Kerk;30;93552;40363;92799;40381;E1785N3170;E1785N3170;E1785N3170
e2389;2670;2747;93,90276886;FALSE;residential;B?r Kraftstraat;30;92315;49958;91982;50836;E1785N3180;E1785N3180;E1785N3180
e2390;6678;6936;53,90009276;FALSE;service;Vijverdalseweg;5;97760;47193;98299;47192;E1790N3175;E1790N3175;E1790N3175
e2391;6936;2447;10,91146186;FALSE;service;Vijverdalseweg;5;98299;47192;98408;47187;E1790N3175;E1790N3175;E1790N3175
e2392;2351;2408;79,97155744;FALSE;residential;Bernhardlaan;30;89428;45907;89759;46635;E1785N3175;E1785N3175;E1785N3175
e2393;2408;2469;80,36180685;FALSE;residential;Bernhardlaan;30;89759;46635;89448;47376;E1785N3175;E1785N3175;E1785N3175
e2394;2489;2500;84,01011844;FALSE;service;Clarissengrubbe;5;94072;47609;94905;47718;E1790N3175;E1790N3175;E1790N3175
e2395;1652;1684;26,89851297;TRUE;residential;Onder de Kerk;30;92799;40381;92776;40649;E1785N3170;E1785N3170;E1785N3170
e2396;2625;8437;24,61747347;FALSE;residential;Hub?r Jaminstraat;30;93466;49412;93525;49651;E1785N3175;E1785N3180;E1785N3175
e2397;8437;5330;16,61384964;FALSE;residential;Hub?r Jaminstraat;30;93525;49651;93566;49812;E1785N3180;E1785N3180;E1785N3180
e2398;2521;2535;27,02036269;FALSE;residential;Maartveld;30;90521;48070;90444;48329;E1785N3175;E1785N3175;E1785N3175
e2399;2251;6677;114,8270439;FALSE;residential;Burgemeester Cortenstraat;50;93756;45063;93986;46188;E1790N3175;E1790N3175;E1790N3175
e2400;6677;8333;22,220036;FALSE;residential;Burgemeester Cortenstraat;50;93986;46188;94029;46406;E1790N3175;E1790N3175;E1790N3175
e2401;8333;60;48,01301907;FALSE;residential;Burgemeester Cortenstraat;50;94029;46406;94099;46881;E1790N3175;E1790N3175;E1790N3175
e2402;60;2489;72,85005148;FALSE;residential;Burgemeester Cortenstraat;50;94099;46881;94072;47609;E1790N3175;E1790N3175;E1790N3175
e2403;2489;2543;88,07843096;FALSE;residential;Burgemeester Cortenstraat;50;94072;47609;93906;48474;E1790N3175;E1790N3175;E1790N3175
e2404;2527;2554;98,53659219;FALSE;residential;Bergmansweg;30;88140;48130;89029;48555;E1785N3175;E1785N3175;E1785N3175
e2405;2535;2555;107,5403645;FALSE;residential;Hub?r Jaminstraat;30;90444;48329;91487;48591;E1785N3175;E1785N3175;E1785N3175
e2406;2554;2582;29,91003176;FALSE;residential;Maartveld;30;89029;48555;88974;48849;E1785N3175;E1785N3175;E1785N3175
e2407;2535;2585;79,72578002;FALSE;residential;Maartveld;30;90444;48329;89958;48961;E1785N3175;E1785N3175;E1785N3175
e2408;2500;2500;0;FALSE;service;Clarissengrubbe;5;94905;47718;94905;47718;E1790N3175;E1790N3175;E1790N3175
e2409;2585;2590;7,213875519;FALSE;residential;Maartveld;30;89958;48961;89908;49013;E1785N3175;E1785N3175;E1785N3175
e2410;2590;2593;7,919595949;FALSE;residential;Maartveld;30;89908;49013;89852;49069;E1785N3175;E1785N3175;E1785N3175
e2411;2585;6476;70,70007072;TRUE;residential;Memorielaan;30;89958;48961;90611;49232;E1785N3175;E1785N3175;E1785N3175
e2412;2555;2589;88,63864846;FALSE;residential;Hub?r Jaminstraat;30;91487;48591;92278;48991;E1785N3175;E1785N3175;E1785N3175
e2413;2589;2611;81,76759749;FALSE;residential;Hub?r Jaminstraat;30;92278;48991;93023;49328;E1785N3175;E1785N3175;E1785N3175
e2414;2611;2625;45,08935573;FALSE;residential;Hub?r Jaminstraat;30;93023;49328;93466;49412;E1785N3175;E1785N3175;E1785N3175
e2415;1707;1708;60,0053331;FALSE;pedestrian;De Leim;5;93853;40801;94453;40793;E1790N3170;E1790N3170;E1790N3170
e2416;2038;2073;30,59411708;FALSE;residential;5e Meistraat;30;89339;43495;89399;43795;E1785N3170;E1785N3170;E1785N3170
e2417;2057;2076;143,0905308;FALSE;service;undefined;5;91474;43630;92891;43829;E1785N3170;E1785N3170;E1785N3170
e2418;1836;1930;70,85146435;FALSE;residential;Pelikaanstraat;30;90698;42021;90671;42729;E1785N3170;E1785N3170;E1785N3170
e2419;1904;5247;79,906195;FALSE;residential;Dampstraat;30;88855;42494;89647;42600;E1785N3170;E1785N3170;E1785N3170
e2420;5247;1930;103,2093504;FALSE;residential;Dampstraat;30;89647;42600;90671;42729;E1785N3170;E1785N3170;E1785N3170
e2421;1955;1958;63,70447394;FALSE;residential;Dampstraat;30;93596;42923;92961;42974;E1785N3170;E1785N3170;E1785N3170
e2422;1862;1978;180,559187;FALSE;residential;Esdoorn;30;100298;42166;98757;43107;E1790N3170;E1790N3170;E1790N3170
e2423;8322;1962;39,90451102;TRUE;residential;Meidoorn;30;98590;43065;98191;43071;E1790N3170;E1790N3170;E1790N3170
e2424;1978;1979;84,56057001;FALSE;residential;Meidoorn;30;98757;43107;99602;43139;E1790N3170;E1790N3170;E1790N3170
e2425;2147;2301;125,9660669;TRUE;residential;Vredeslaan;30;89147;44354;89759;45455;E1785N3170;E1785N3175;E1785N3170
e2426;1792;5443;16,66763331;TRUE;residential;Akersteenweg;30;89427;41637;89593;41622;E1785N3170;E1785N3170;E1785N3170
e2427;5443;1780;120,9790478;TRUE;residential;Akersteenweg;30;89593;41622;90796;41494;E1785N3170;E1785N3170;E1785N3170
e2428;1949;2026;48,70831551;FALSE;residential;Raadhuisstraat;30;91826;42897;91681;43362;E1785N3170;E1785N3170;E1785N3170
e2429;2026;2033;8,962700486;FALSE;tertiary;Beneluxstraat;50;91681;43362;91629;43435;E1785N3170;E1785N3170;E1785N3170
e2430;2013;2038;21,92031022;FALSE;residential;5e Meistraat;30;89308;43278;89339;43495;E1785N3170;E1785N3170;E1785N3170
e2431;1892;1776;104,8688705;TRUE;residential;Burgemeester Lespinassestraat;30;94811;42437;95179;41455;E1790N3170;E1790N3170;E1790N3170
e2432;2038;2057;213,9263892;FALSE;service;undefined;5;89339;43495;91474;43630;E1785N3170;E1785N3170;E1785N3170
e2433;2018;2059;34,81738072;FALSE;residential;13 Septemberstraat;30;87704;43305;87779;43645;E1785N3170;E1785N3170;E1785N3170
e2434;1891;1894;112,8028368;FALSE;residential;Majellastraat;30;94715;42437;93587;42445;E1790N3170;E1785N3170;E1790N3170
e2435;2512;2555;81,04171765;FALSE;tertiary;Oostermaasweg;50;91937;47917;91487;48591;E1785N3175;E1785N3175;E1785N3175
e2436;2555;2624;114,6269166;FALSE;tertiary;Oostermaasweg;50;91487;48591;90669;49394;E1785N3175;E1785N3175;E1785N3175
e2437;6473;2593;71,61766542;TRUE;residential;Memorielaan;30;90522;49322;89852;49069;E1785N3175;E1785N3175;E1785N3175
e2438;2589;2643;91,07123585;FALSE;residential;Pierre Dresenstraat;30;92278;48991;91592;49590;E1785N3175;E1785N3180;E1785N3175
e2439;2643;2652;13,29097438;FALSE;residential;Pierre Dresenstraat;30;91592;49590;91508;49693;E1785N3180;E1785N3180;E1785N3180
e2440;2611;6715;81,47109917;FALSE;residential;Jo Lokermanstraat;30;93023;49328;92400;49853;E1785N3175;E1785N3180;E1785N3180
e2441;1631;1658;98,19572292;FALSE;residential;Postduifstraat;30;91229;40155;90281;40411;E1785N3165;E1785N3170;E1785N3165
e2442;6294;6295;142,9993007;FALSE;residential;Habsburgerplein;30;86602;51304;87990;51648;E1785N3180;E1785N3180;E1785N3180
e2443;1992;2013;8,502352616;FALSE;tertiary;5e Meistraat;50;89310;43193;89308;43278;E1785N3170;E1785N3170;E1785N3170
e2444;2053;2033;128,8627565;TRUE;tertiary;Adelbert van Scharnlaan E;50;92910;43575;91629;43435;E1785N3170;E1785N3170;E1785N3170
e2445;1996;2015;8,400595217;FALSE;tertiary;Monseigneur Soudantstraat;50;88874;43193;88875;43277;E1785N3170;E1785N3170;E1785N3170
e2446;2009;1999;164,709259;TRUE;tertiary;Adelbert van Scharnlaan S;50;85946;43310;87591;43227;E1780N3170;E1785N3170;E1785N3170
e2447;2033;2057;24,90983741;FALSE;residential;Beneluxstraat;30;91629;43435;91474;43630;E1785N3170;E1785N3170;E1785N3170
e2448;2543;7296;116,8183633;FALSE;tertiary;Bergerstraat;50;93906;48474;95023;48816;E1790N3175;E1790N3175;E1790N3175
e2449;7296;7292;141,8901336;FALSE;tertiary;Bergerstraat;50;95023;48816;96414;49096;E1790N3175;E1790N3175;E1790N3175
e2450;7292;7295;42,36909251;FALSE;tertiary;Bergerstraat;50;96414;49096;96831;49171;E1790N3175;E1790N3175;E1790N3175
e2451;7295;2606;46,26229566;FALSE;tertiary;Bergerstraat;50;96831;49171;97287;49249;E1790N3175;E1790N3175;E1790N3175
e2452;1470;4824;9,080198236;FALSE;residential;Dorpstraat;50;93664;38871;93682;38960;E1790N3165;E1790N3165;E1790N3165
e2453;4824;4823;11,90504095;FALSE;residential;Dorpstraat;50;93682;38960;93704;39077;E1790N3165;E1790N3165;E1790N3165
e2454;4823;1550;44,16163493;FALSE;residential;Dorpstraat;50;93704;39077;93752;39516;E1790N3165;E1790N3165;E1790N3165
e2455;1550;1647;87,02924796;FALSE;residential;Dorpstraat;50;93752;39516;93552;40363;E1790N3165;E1785N3170;E1790N3165
e2456;1647;4857;45,40704791;FALSE;residential;Dorpstraat;50;93552;40363;93544;40817;E1785N3170;E1785N3170;E1785N3170
e2457;4857;1756;47,40379732;FALSE;residential;Dorpstraat;50;93544;40817;93550;41291;E1785N3170;E1785N3170;E1785N3170
e2458;2333;2349;17,19592975;FALSE;secondary;undefined;50;97953;45783;98086;45892;E1790N3175;E1790N3175;E1790N3175
e2459;6680;6679;10,58914539;TRUE;secondary;Terblijterweg;50;98018;50829;97936;50762;E1790N3180;E1790N3180;E1790N3180
e2460;2622;2677;75,23516465;FALSE;secondary;Vijverdalseweg;50;97401;49354;97424;50106;E1790N3175;E1790N3180;E1790N3180
e2461;2599;2609;15,14859729;TRUE;secondary;undefined;50;97422;49192;97534;49294;E1790N3175;E1790N3175;E1790N3175
e2462;2609;5345;3,220248438;TRUE;secondary;undefined;50;97534;49294;97515;49320;E1790N3175;E1790N3175;E1790N3175
e2463;2361;6678;121,7297416;FALSE;secondary;Vijverdalseweg;50;97918;45986;97760;47193;E1790N3175;E1790N3175;E1790N3175
e2464;6678;4822;93,54635215;FALSE;secondary;Vijverdalseweg;50;97760;47193;97614;48117;E1790N3175;E1790N3175;E1790N3175
e2465;4822;6646;58,47879958;FALSE;secondary;Vijverdalseweg;50;97614;48117;97513;48693;E1790N3175;E1790N3175;E1790N3175
e2466;6646;2599;50,7229731;FALSE;secondary;Vijverdalseweg;50;97513;48693;97422;49192;E1790N3175;E1790N3175;E1790N3175
e2467;4499;1714;6,791170739;FALSE;secondary;Vijverdalseweg;50;97874;40814;97890;40880;E1790N3170;E1790N3170;E1790N3170
e2468;1750;1741;51,75364721;TRUE;primary;Akersteenweg;50;94332;41217;94842;41129;E1790N3170;E1790N3170;E1790N3170
e2469;1741;4820;106,4017387;TRUE;primary;Akersteenweg;50;94842;41129;95899;41007;E1790N3170;E1790N3170;E1790N3170
e2470;4820;4499;198,440772;TRUE;primary;Akersteenweg;50;95899;41007;97874;40814;E1790N3170;E1790N3170;E1790N3170
e2471;1714;4825;305,1303;TRUE;primary;Akersteenweg;50;97890;40880;94855;41195;E1790N3170;E1790N3170;E1790N3170
e2472;4825;1750;52,34625106;TRUE;primary;Akersteenweg;50;94855;41195;94332;41217;E1790N3170;E1790N3170;E1790N3170
e2473;1750;1756;78,54934755;FALSE;primary;Akersteenweg;50;94332;41217;93550;41291;E1790N3170;E1785N3170;E1790N3170
e2474;1688;5720;69,93268192;TRUE;primary;Akersteenweg;50;99493;40651;100190;40594;E1790N3170;E1790N3170;E1790N3170
e2475;5720;4667;80,11054862;TRUE;primary;Akersteenweg;50;100190;40594;100991;40581;E1790N3170;E1795N3170;E1790N3170
e2476;2737;2746;10,68269629;TRUE;secondary;Terblijterweg;50;98034;50702;98118;50768;E1790N3180;E1790N3180;E1790N3180
e2477;2856;6679;286,284404;TRUE;secondary;Terblijterweg;50;95510;52282;97936;50762;E1790N3180;E1790N3180;E1790N3180
e2478;2746;6680;11,71366723;TRUE;secondary;Terblijterweg;50;98118;50768;98018;50829;E1790N3180;E1790N3180;E1790N3180
e2479;1756;1763;71,52656849;FALSE;primary;Akersteenweg;50;93550;41291;92839;41369;E1785N3170;E1785N3170;E1785N3170
e2480;1693;4498;27,56555822;TRUE;primary;Akersteenweg;50;99783;40711;99508;40730;E1790N3170;E1790N3170;E1790N3170
e2481;3567;3570;72,90027435;FALSE;residential;Walburg;30;97604;63107;96877;63161;E1790N3190;E1790N3190;E1790N3190
e2482;3481;59;84,72360946;TRUE;residential;Severenplein;30;96907;61892;96060;61872;E1790N3190;E1790N3190;E1790N3190
e2483;59;3466;102,6390277;TRUE;residential;Severenplein;30;96060;61872;95046;61713;E1790N3190;E1790N3190;E1790N3190
e2484;3466;3455;85,03799151;TRUE;residential;Severenplein;30;95046;61713;94211;61552;E1790N3190;E1790N3190;E1790N3190
e2485;3456;3481;26,64807685;FALSE;residential;Cramer van Brienenstraat;30;96923;61626;96907;61892;E1790N3190;E1790N3190;E1790N3190
e2486;3623;3627;75,20644919;FALSE;residential;Walburg;30;97746;64070;96995;64110;E1790N3195;E1790N3195;E1790N3195
e2487;3265;3437;210,4447196;FALSE;residential;Westrand;30;95174;59450;94297;61363;E1790N3190;E1790N3190;E1790N3190
e2488;3212;3216;122,1655025;FALSE;residential;Arenborghoeve;30;95546;58684;94325;58724;E1790N3185;E1790N3185;E1790N3185
e2489;3141;3180;194,4584531;FALSE;residential;Lovendaalhoeve;30;90904;57816;92784;58313;E1785N3185;E1785N3185;E1785N3185
e2490;3180;3216;159,4867393;FALSE;residential;Lovendaalhoeve;30;92784;58313;94325;58724;E1785N3185;E1790N3185;E1785N3185
e2491;3654;3655;77,81343072;FALSE;residential;Walburg;30;97827;64509;97050;64551;E1790N3195;E1790N3195;E1790N3195
e2492;3655;3674;285,0167188;FALSE;residential;Rembrandtstraat;30;97050;64551;94232;64978;E1790N3195;E1790N3195;E1790N3195
e2493;3582;3586;161,4796582;FALSE;residential;Koninginnestraat;30;94235;63320;95843;63468;E1790N3190;E1790N3195;E1790N3190
e2494;3586;3590;107,286206;FALSE;residential;Koninginnestraat;30;95843;63468;96915;63511;E1790N3195;E1790N3195;E1790N3195
e2495;59;3586;161,0684637;TRUE;residential;Jan Petersstraat;30;96060;61872;95843;63468;E1790N3190;E1790N3195;E1790N3190
e2496;3267;3341;91,27173714;FALSE;residential;Cramer van Brienenstraat;30;96884;59446;96986;60353;E1790N3190;E1790N3190;E1790N3190
e2497;3341;3352;18,94465624;FALSE;residential;Cramer van Brienenstraat;30;96986;60353;96999;60542;E1790N3190;E1790N3190;E1790N3190
e2498;3352;3415;59,02745124;FALSE;residential;Cramer van Brienenstraat;30;96999;60542;96981;61132;E1790N3190;E1790N3190;E1790N3190
e2499;3415;3456;49,73932046;FALSE;residential;Cramer van Brienenstraat;30;96981;61132;96923;61626;E1790N3190;E1790N3190;E1790N3190
e2500;3438;3440;96,30877426;FALSE;residential;Beukenhoven;30;100801;61367;99838;61380;E1790N3190;E1790N3190;E1790N3190
e2501;3440;3458;133,320216;FALSE;residential;Beukenhoven;30;99838;61380;98530;61638;E1790N3190;E1790N3190;E1790N3190
e2502;3437;3453;87,22459516;TRUE;residential;Severenplein;30;94297;61363;95155;61520;E1790N3190;E1790N3190;E1790N3190
e2503;3453;3456;177,1174751;TRUE;residential;Severenplein;30;95155;61520;96923;61626;E1790N3190;E1790N3190;E1790N3190
e2504;2982;3010;62,40032051;FALSE;residential;Roggehegge;30;98256;54686;98258;55310;E1790N3185;E1790N3185;E1790N3185
e2505;3010;3048;56,20435926;FALSE;residential;Roggehegge;30;98258;55310;98251;55872;E1790N3185;E1790N3185;E1790N3185
e2506;3048;3072;55,53602434;FALSE;residential;Roggehegge;30;98251;55872;98347;56419;E1790N3185;E1790N3185;E1790N3185
e2507;3024;3037;57,613974;FALSE;residential;Olympiaweg;30;88537;55545;89093;55696;E1785N3185;E1785N3185;E1785N3185
e10833;8077;8078;15,93988708;TRUE;residential;Fort Willemweg;50;48243;57031;48291;57183;E1755N3185;E1755N3185;E1755N3185
e2509;3052;3051;125,8000397;TRUE;residential;Heukelstraat;30;97228;55902;95970;55901;E1790N3185;E1790N3185;E1790N3185
e2510;3051;3050;12,8;TRUE;residential;Heukelstraat;30;95970;55901;95842;55901;E1790N3185;E1790N3185;E1790N3185
e2511;3050;3070;359,812465;TRUE;residential;Heukelstraat;30;95842;55901;92272;56350;E1790N3185;E1785N3185;E1790N3185
e2512;3184;3212;29,8377278;FALSE;residential;Gravenstraat;30;95561;58386;95546;58684;E1790N3185;E1790N3185;E1790N3185
e2513;2879;2908;70,21602381;FALSE;unclassified;Withuisveld;50;97073;52775;97571;53270;E1790N3180;E1790N3180;E1790N3180
e2514;2889;2891;9,31933474;FALSE;unclassified;Withuisveld;50;99416;52793;99467;52871;E1790N3180;E1790N3180;E1790N3180
e2515;3107;3111;84,90447574;FALSE;residential;Heukelplein;30;92193;56882;91419;57231;E1785N3185;E1785N3185;E1785N3185
e2516;3481;3540;77,83379729;FALSE;residential;Cramer van Brienenstraat;30;96907;61892;96816;62665;E1790N3190;E1790N3190;E1790N3190
e2517;3540;3570;49,97369308;FALSE;residential;Cramer van Brienenstraat;30;96816;62665;96877;63161;E1790N3190;E1790N3190;E1790N3190
e2518;3570;3590;35,20568136;FALSE;residential;Cramer van Brienenstraat;30;96877;63161;96915;63511;E1790N3190;E1790N3195;E1790N3190
e2519;3590;3602;12,29186723;FALSE;residential;Cramer van Brienenstraat;30;96915;63511;96930;63633;E1790N3195;E1790N3195;E1790N3195
e2520;3602;3622;41,5924272;FALSE;residential;Cramer van Brienenstraat;30;96930;63633;96987;64045;E1790N3195;E1790N3195;E1790N3195
