Square,Population,Male,Female,Age0-14,Age15-24,Age25-44,Age45-64,Age65+,Households,Single-person households,Multi-person households w/o kids,Single parent households,Two-parent households,Houses,Home ownership %,Rental %,Social housing %,Vacant houses,Avg. home value,Urbanization index,Median household income,Percentage low income households,Percentage high income households,Distance nearest supermarket in km,X,Y,Male.prop,Female.prop,Age0-14.prop,Age15-24.prop,Age25-44.prop,Age45-64.prop,Age65+.prop,Single-person households.prop,Multi-person households w/o kids.prop,Single parent households.prop,Two-parent households.prop,hold_house_ratio,pop_house_ratio,pop_hold_ratio,Income_median
E1750N3175,2685,1185.0,1500.0,185.0,930.0,680.0,390.0,500.0,1900.0,1370.0,330.0,70.0,115.0,1450.0,30.0,70.0,440.0,115.0,201.0,1.0,20-40 below middle,62.0,11.0,"0,2",39650.83327,47259.775,44.134078212290504,55.865921787709496,6.890130353817504,34.63687150837989,25.32588454376164,14.52513966480447,18.6219739292365,72.10526315789474,17.36842105263158,3.684210526315789,6.052631578947368,1.3103448275862069,1.8517241379310345,1.4131578947368422,30.0
E1750N3180,890,430.0,460.0,110.0,195.0,220.0,245.0,120.0,520.0,300.0,105.0,30.0,80.0,470.0,40.0,60.0,180.0,20.0,196.0,1.0,20-40 below middle,48.0,15.0,"0,3",39650.83327,51878.94,48.31460674157304,51.68539325842697,12.359550561797752,21.910112359550563,24.719101123595504,27.52808988764045,13.48314606741573,57.692307692307686,20.192307692307693,5.769230769230769,15.384615384615385,1.1063829787234043,1.8936170212765957,1.7115384615384615,30.0
E1750N3185,920,465.0,455.0,160.0,180.0,265.0,210.0,110.0,460.0,205.0,110.0,60.0,75.0,415.0,20.0,80.0,280.0,25.0,163.0,2.0,20-40 below middle,68.0,7.0,"0,6",39650.83327,56498.105,50.54347826086957,49.45652173913043,17.391304347826086,19.565217391304348,28.804347826086957,22.82608695652174,11.956521739130435,44.565217391304344,23.91304347826087,13.043478260869565,16.304347826086957,1.108433734939759,2.216867469879518,2.0,30.0
E1750N3190,655,295.0,360.0,90.0,115.0,165.0,165.0,120.0,330.0,145.0,80.0,50.0,50.0,315.0,20.0,80.0,230.0,10.0,151.0,3.0,20-40 below middle,66.0,4.0,"0,5",39650.83327,61117.27,45.038167938931295,54.961832061068705,13.740458015267176,17.557251908396946,25.190839694656486,25.190839694656486,18.3206106870229,43.93939393939394,24.242424242424242,15.151515151515152,15.151515151515152,1.0476190476190477,2.0793650793650795,1.9848484848484849,30.0
E1750N3195,55,25.0,30.0,10.0,5.0,15.0,10.0,10.0,20.0,10.0,5.0,0.0,5.0,20.0,80.0,0.0,0.0,0.0,416.0,4.0,20-60 below middle to middle,,,"0,8",39650.83327,65736.435,45.45454545454545,54.54545454545454,18.181818181818183,9.090909090909092,27.27272727272727,18.181818181818183,18.181818181818183,50.0,25.0,0.0,25.0,1.0,2.75,2.75,40.0
E1750N3200,3,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,39650.83327,70355.6,33.33333333333333,66.66666666666666,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1750N3205,15,5.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,500.0,5.0,,,,"2,2",39650.83327,74974.765,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,1.0,3.0,3.0,
E1750N3210,60,35.0,25.0,5.0,10.0,10.0,25.0,10.0,25.0,5.0,10.0,0.0,10.0,30.0,80.0,30.0,0.0,5.0,293.0,5.0,40-80 middle to above middle,,,"2,1",39650.83327,79593.93,58.333333333333336,41.66666666666667,8.333333333333332,16.666666666666664,16.666666666666664,41.66666666666667,16.666666666666664,20.0,40.0,0.0,40.0,0.8333333333333334,2.0,2.4,60.0
E1750N3215,3,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,39650.83327,84213.095,33.33333333333333,66.66666666666666,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1755N3135,3,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,46845.74994,10306.455,33.33333333333333,66.66666666666666,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1755N3155,80,40.0,40.0,10.0,10.0,10.0,25.0,25.0,45.0,20.0,10.0,5.0,5.0,45.0,30.0,70.0,30.0,0.0,254.0,5.0,20-40 below middle,,,"1,4",46845.74994,28783.115,50.0,50.0,12.5,12.5,12.5,31.25,31.25,44.44444444444444,22.22222222222222,11.11111111111111,11.11111111111111,1.0,1.7777777777777777,1.7777777777777777,30.0
E1755N3160,255,125.0,130.0,40.0,30.0,45.0,90.0,45.0,110.0,30.0,35.0,5.0,35.0,105.0,70.0,30.0,30.0,0.0,436.0,4.0,40-60 midden,35.0,35.0,1,46845.74994,33402.28,49.01960784313725,50.98039215686274,15.686274509803921,11.76470588235294,17.647058823529413,35.294117647058826,17.647058823529413,27.27272727272727,31.818181818181817,4.545454545454546,31.818181818181817,1.0476190476190477,2.4285714285714284,2.3181818181818183,50.0
E1755N3165,800,385.0,415.0,140.0,75.0,155.0,225.0,210.0,365.0,110.0,130.0,25.0,95.0,360.0,80.0,20.0,25.0,15.0,416.0,2.0,60-100 above middle to high,20.0,44.0,"0,7",46845.74994,38021.445,48.125,51.87500000000001,17.5,9.375,19.375,28.125,26.25,30.136986301369863,35.61643835616438,6.8493150684931505,26.027397260273972,1.0138888888888888,2.2222222222222223,2.191780821917808,80.0
E1755N3170,1200,545.0,660.0,75.0,295.0,240.0,230.0,365.0,765.0,495.0,165.0,40.0,60.0,665.0,30.0,70.0,215.0,60.0,260.0,1.0,20-40 below middle,58.0,16.0,"0,4",46845.74994,42640.61,45.416666666666664,55.00000000000001,6.25,24.583333333333332,20.0,19.166666666666668,30.416666666666664,64.70588235294117,21.568627450980394,5.228758169934641,7.8431372549019605,1.150375939849624,1.8045112781954886,1.5686274509803921,30.0
E1755N3175,2705,1245.0,1460.0,70.0,1140.0,695.0,300.0,500.0,1850.0,1460.0,275.0,30.0,65.0,1350.0,20.0,80.0,275.0,215.0,227.0,1.0,00-20 low,62.0,11.0,"0,5",46845.74994,47259.775,46.02587800369686,53.97412199630314,2.5878003696857674,42.14417744916821,25.693160813308687,11.090573012939002,18.484288354898336,78.91891891891892,14.864864864864865,1.6216216216216217,3.5135135135135136,1.3703703703703705,2.0037037037037035,1.462162162162162,10.0
E1755N3180,1290,625.0,665.0,65.0,320.0,370.0,300.0,240.0,830.0,585.0,150.0,40.0,55.0,685.0,20.0,80.0,410.0,30.0,212.0,1.0,20-40 below middle,70.0,6.0,"0,6",46845.74994,51878.94,48.44961240310077,51.55038759689923,5.038759689922481,24.8062015503876,28.68217054263566,23.25581395348837,18.6046511627907,70.48192771084338,18.072289156626507,4.819277108433735,6.626506024096386,1.2116788321167884,1.8832116788321167,1.5542168674698795,30.0
E1755N3185,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,46845.74994,56498.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,inf,inf,1.0,
E1755N3190,15,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,0.0,0.0,0.0,20.0,40.0,60.0,0.0,5.0,144.0,4.0,,,,1,46845.74994,61117.27,66.66666666666666,0.0,0.0,0.0,0.0,0.0,66.66666666666666,50.0,0.0,0.0,0.0,0.5,0.75,1.5,
E1755N3195,20,10.0,10.0,0.0,0.0,0.0,10.0,0.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,00-40 laag tot onder midden,,,"0,9",46845.74994,65736.435,50.0,50.0,0.0,0.0,0.0,50.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,inf,inf,1.3333333333333333,20.0
E1755N3200,35,20.0,15.0,0.0,10.0,15.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,5.0,00-40 laag tot onder midden,,,"0,9",46845.74994,70355.6,57.14285714285714,42.857142857142854,0.0,28.57142857142857,42.857142857142854,0.0,0.0,83.33333333333334,0.0,0.0,0.0,3.0,3.5,1.1666666666666667,20.0
E1755N3205,65,40.0,25.0,10.0,5.0,25.0,10.0,10.0,40.0,30.0,5.0,0.0,5.0,20.0,70.0,30.0,0.0,0.0,208.0,5.0,00-40 laag tot onder midden,,,"1,8",46845.74994,74974.765,61.53846153846154,38.46153846153847,15.384615384615385,7.6923076923076925,38.46153846153847,15.384615384615385,15.384615384615385,75.0,12.5,0.0,12.5,2.0,3.25,1.625,20.0
E1755N3210,355,185.0,170.0,40.0,20.0,65.0,80.0,145.0,170.0,45.0,75.0,5.0,40.0,170.0,70.0,20.0,30.0,5.0,221.0,5.0,40-60 midden,40.0,13.0,4,46845.74994,79593.93,52.112676056338024,47.88732394366197,11.267605633802818,5.633802816901409,18.30985915492958,22.535211267605636,40.845070422535215,26.47058823529412,44.11764705882353,2.941176470588235,23.52941176470588,1.0,2.088235294117647,2.088235294117647,50.0
E1755N3215,3,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,46845.74994,84213.095,66.66666666666666,33.33333333333333,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1755N3220,3,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,46845.74994,88832.26,33.33333333333333,66.66666666666666,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1760N3130,3,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,54040.66661,5687.29,66.66666666666666,33.33333333333333,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1760N3135,3,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,54040.66661,10306.455,33.33333333333333,66.66666666666666,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1760N3140,3,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,5.0,,,,,54040.66661,14925.62,66.66666666666666,33.33333333333333,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1760N3145,3,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,54040.66661,19544.785,66.66666666666666,33.33333333333333,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1760N3150,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,,,,"1,7",54040.66661,24163.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,inf,inf,
E1760N3155,3,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,4.0,,,,,54040.66661,28783.115,33.33333333333333,66.66666666666666,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1760N3160,390,180.0,210.0,65.0,40.0,55.0,140.0,95.0,160.0,35.0,65.0,5.0,55.0,160.0,100.0,0.0,0.0,5.0,606.0,3.0,80-100 high,13.0,57.0,"0,6",54040.66661,33402.28,46.15384615384615,53.84615384615385,16.666666666666664,10.256410256410255,14.102564102564102,35.8974358974359,24.358974358974358,21.875,40.625,3.125,34.375,1.0,2.4375,2.4375,90.0
E1760N3165,1570,725.0,845.0,205.0,285.0,305.0,415.0,360.0,810.0,390.0,235.0,30.0,150.0,725.0,70.0,30.0,20.0,60.0,419.0,2.0,60-80 above middle,27.0,38.0,"0,3",54040.66661,38021.445,46.17834394904459,53.82165605095541,13.05732484076433,18.152866242038215,19.426751592356688,26.43312101910828,22.929936305732486,48.148148148148145,29.01234567901235,3.7037037037037033,18.51851851851852,1.1172413793103448,2.1655172413793102,1.9382716049382716,70.0
E1760N3170,1155,550.0,600.0,40.0,430.0,295.0,175.0,210.0,855.0,650.0,155.0,10.0,30.0,775.0,20.0,70.0,120.0,155.0,338.0,1.0,20-40 below middle,54.0,18.0,"0,7",54040.66661,42640.61,47.61904761904761,51.94805194805194,3.463203463203463,37.22943722943723,25.541125541125542,15.151515151515152,18.181818181818183,76.0233918128655,18.128654970760234,1.1695906432748537,3.508771929824561,1.103225806451613,1.4903225806451612,1.3508771929824561,30.0
E1760N3175,1885,855.0,1030.0,40.0,785.0,645.0,210.0,210.0,1395.0,1095.0,230.0,10.0,45.0,1295.0,20.0,80.0,75.0,325.0,260.0,1.0,00-20 low,59.0,14.0,"0,3",54040.66661,47259.775,45.35809018567639,54.64190981432361,2.122015915119363,41.644562334217504,34.217506631299734,11.140583554376658,11.140583554376658,78.49462365591397,16.48745519713262,0.7168458781362007,3.225806451612903,1.0772200772200773,1.4555984555984556,1.3512544802867383,10.0
E1760N3180,2590,1230.0,1360.0,125.0,760.0,905.0,430.0,370.0,1915.0,1425.0,345.0,45.0,90.0,1765.0,20.0,80.0,635.0,185.0,216.0,1.0,20-40 below middle,62.0,10.0,"0,4",54040.66661,51878.94,47.49034749034749,52.509652509652504,4.826254826254826,29.343629343629345,34.942084942084946,16.602316602316602,14.285714285714285,74.41253263707573,18.01566579634465,2.3498694516971277,4.699738903394255,1.084985835694051,1.4674220963172804,1.3524804177545693,30.0
E1760N3185,385,195.0,190.0,0.0,295.0,80.0,5.0,0.0,375.0,370.0,0.0,0.0,0.0,15.0,40.0,60.0,0.0,5.0,274.0,2.0,00-20 low,,,"0,9",54040.66661,56498.105,50.649350649350644,49.35064935064935,0.0,76.62337662337663,20.77922077922078,1.2987012987012987,0.0,98.66666666666667,0.0,0.0,0.0,25.0,25.666666666666668,1.0266666666666666,10.0
E1760N3190,1150,570.0,580.0,120.0,95.0,245.0,355.0,335.0,630.0,275.0,210.0,50.0,95.0,610.0,30.0,70.0,350.0,20.0,177.0,3.0,20-40 below middle,56.0,7.0,"0,3",54040.66661,61117.27,49.56521739130435,50.43478260869565,10.434782608695652,8.26086956521739,21.304347826086957,30.869565217391305,29.130434782608695,43.65079365079365,33.33333333333333,7.936507936507936,15.079365079365079,1.0327868852459017,1.8852459016393444,1.8253968253968254,30.0
E1760N3195,145,70.0,75.0,20.0,20.0,35.0,65.0,5.0,75.0,35.0,20.0,5.0,15.0,40.0,90.0,0.0,0.0,0.0,230.0,4.0,20-60 below middle to middle,,,"0,7",54040.66661,65736.435,48.275862068965516,51.724137931034484,13.793103448275861,13.793103448275861,24.137931034482758,44.827586206896555,3.4482758620689653,46.666666666666664,26.666666666666668,6.666666666666667,20.0,1.875,3.625,1.9333333333333333,40.0
E1760N3200,30,15.0,10.0,0.0,0.0,10.0,5.0,5.0,20.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,97.0,5.0,00-40 laag tot onder midden,,,"2,8",54040.66661,70355.6,50.0,33.33333333333333,0.0,0.0,33.33333333333333,16.666666666666664,16.666666666666664,50.0,0.0,0.0,0.0,1.3333333333333333,2.0,1.5,20.0
E1760N3205,805,395.0,410.0,75.0,100.0,165.0,265.0,200.0,435.0,185.0,145.0,35.0,65.0,405.0,50.0,40.0,115.0,15.0,187.0,5.0,20-40 below middle,53.0,10.0,"3,6",54040.66661,74974.765,49.06832298136646,50.931677018633536,9.316770186335404,12.422360248447205,20.496894409937887,32.91925465838509,24.84472049689441,42.5287356321839,33.33333333333333,8.045977011494253,14.942528735632186,1.0740740740740742,1.9876543209876543,1.8505747126436782,30.0
E1760N3210,450,225.0,225.0,45.0,30.0,80.0,145.0,145.0,210.0,55.0,100.0,5.0,45.0,215.0,90.0,10.0,15.0,0.0,206.0,5.0,40-60 midden,26.0,14.0,"4,1",54040.66661,79593.93,50.0,50.0,10.0,6.666666666666667,17.77777777777778,32.22222222222222,32.22222222222222,26.190476190476193,47.61904761904761,2.380952380952381,21.428571428571427,0.9767441860465116,2.0930232558139537,2.142857142857143,50.0
E1765N3135,15,10.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,398.0,5.0,,,,3,61235.58327,10306.455,66.66666666666666,66.66666666666666,0.0,0.0,0.0,66.66666666666666,0.0,0.0,50.0,0.0,0.0,1.0,1.5,1.5,
E1765N3140,3,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,5.0,,,,,61235.58327,14925.62,33.33333333333333,66.66666666666666,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1765N3145,3,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,5.0,,,,,61235.58327,19544.785,33.33333333333333,66.66666666666666,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1765N3150,75,35.0,35.0,15.0,0.0,15.0,25.0,20.0,35.0,10.0,15.0,0.0,10.0,35.0,90.0,10.0,0.0,0.0,509.0,4.0,60-80 above middle,,,"1,5",61235.58327,24163.95,46.666666666666664,46.666666666666664,20.0,0.0,20.0,33.33333333333333,26.666666666666668,28.57142857142857,42.857142857142854,0.0,28.57142857142857,1.0,2.142857142857143,2.142857142857143,70.0
E1765N3155,90,35.0,55.0,15.0,5.0,10.0,30.0,30.0,45.0,15.0,15.0,0.0,10.0,45.0,80.0,10.0,0.0,5.0,523.0,4.0,60-80 above middle,,,"1,2",61235.58327,28783.115,38.88888888888889,61.111111111111114,16.666666666666664,5.555555555555555,11.11111111111111,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,0.0,22.22222222222222,1.0,2.0,2.0,70.0
E1765N3160,520,240.0,280.0,75.0,75.0,80.0,175.0,115.0,265.0,115.0,80.0,15.0,50.0,240.0,70.0,30.0,35.0,15.0,398.0,3.0,40-60 midden,35.0,31.0,"0,6",61235.58327,33402.28,46.15384615384615,53.84615384615385,14.423076923076922,14.423076923076922,15.384615384615385,33.65384615384615,22.115384615384613,43.39622641509434,30.18867924528302,5.660377358490567,18.867924528301888,1.1041666666666667,2.1666666666666665,1.9622641509433962,50.0
E1765N3165,965,460.0,505.0,150.0,110.0,140.0,245.0,320.0,435.0,190.0,145.0,15.0,85.0,450.0,80.0,20.0,10.0,45.0,514.0,2.0,60-80 above middle,25.0,37.0,"0,4",61235.58327,38021.445,47.66839378238342,52.331606217616574,15.544041450777202,11.398963730569948,14.507772020725387,25.38860103626943,33.160621761658035,43.67816091954023,33.33333333333333,3.4482758620689653,19.54022988505747,0.9666666666666667,2.1444444444444444,2.218390804597701,70.0
E1765N3170,450,210.0,240.0,35.0,95.0,110.0,95.0,115.0,290.0,185.0,75.0,10.0,20.0,300.0,30.0,70.0,95.0,55.0,425.0,1.0,20-60 below middle to middle,51.0,19.0,"0,7",61235.58327,42640.61,46.666666666666664,53.333333333333336,7.777777777777778,21.11111111111111,24.444444444444443,21.11111111111111,25.555555555555554,63.793103448275865,25.862068965517242,3.4482758620689653,6.896551724137931,0.9666666666666667,1.5,1.5517241379310345,40.0
E1765N3175,1615,720.0,895.0,30.0,715.0,525.0,180.0,170.0,1295.0,1030.0,205.0,20.0,25.0,1195.0,10.0,80.0,90.0,295.0,234.0,1.0,00-40 laag tot onder midden,60.0,9.0,"0,2",61235.58327,47259.775,44.58204334365325,55.417956656346746,1.8575851393188854,44.27244582043344,32.50773993808049,11.145510835913312,10.526315789473683,79.53667953667953,15.83011583011583,1.5444015444015444,1.9305019305019304,1.0836820083682008,1.3514644351464435,1.247104247104247,20.0
E1765N3180,765,375.0,390.0,25.0,200.0,265.0,125.0,150.0,580.0,430.0,105.0,15.0,20.0,515.0,20.0,80.0,110.0,65.0,200.0,1.0,20-40 below middle,63.0,12.0,"0,4",61235.58327,51878.94,49.01960784313725,50.98039215686274,3.2679738562091507,26.143790849673206,34.64052287581699,16.33986928104575,19.607843137254903,74.13793103448276,18.103448275862068,2.586206896551724,3.4482758620689653,1.1262135922330097,1.4854368932038835,1.3189655172413792,30.0
E1765N3185,35,20.0,15.0,0.0,5.0,10.0,10.0,5.0,20.0,15.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,169.0,2.0,00-40 laag tot onder midden,,,"0,3",61235.58327,56498.105,57.14285714285714,42.857142857142854,0.0,14.285714285714285,28.57142857142857,28.57142857142857,14.285714285714285,75.0,0.0,0.0,0.0,1.0,1.75,1.75,20.0
E1765N3190,140,65.0,70.0,10.0,20.0,25.0,65.0,15.0,60.0,15.0,25.0,0.0,15.0,65.0,100.0,0.0,0.0,0.0,219.0,4.0,40-80 middle to above middle,,,"0,6",61235.58327,61117.27,46.42857142857143,50.0,7.142857142857142,14.285714285714285,17.857142857142858,46.42857142857143,10.714285714285714,25.0,41.66666666666667,0.0,25.0,0.9230769230769231,2.1538461538461537,2.3333333333333335,60.0
E1765N3195,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,,,,"1,8",61235.58327,65736.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,inf,inf,
E1765N3200,3,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,61235.58327,70355.6,33.33333333333333,66.66666666666666,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1765N3205,55,35.0,25.0,0.0,15.0,20.0,15.0,5.0,35.0,20.0,10.0,0.0,5.0,35.0,30.0,70.0,0.0,0.0,158.0,5.0,20-60 below middle to middle,,,"3,8",61235.58327,74974.765,63.63636363636363,45.45454545454545,0.0,27.27272727272727,36.36363636363637,27.27272727272727,9.090909090909092,57.14285714285714,28.57142857142857,0.0,14.285714285714285,1.0,1.5714285714285714,1.5714285714285714,40.0
E1765N3210,3,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,5.0,,,,,61235.58327,79593.93,33.33333333333333,66.66666666666666,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1765N3215,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,,,,,61235.58327,84213.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,inf,inf,
E1770N3125,3,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,5.0,,,,,68430.49994,1068.125,66.66666666666666,33.33333333333333,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,100.0,1.0,3.0,3.0,
E1770N3145,340,150.0,190.0,40.0,25.0,80.0,110.0,85.0,180.0,85.0,55.0,20.0,20.0,170.0,40.0,60.0,90.0,0.0,196.0,4.0,20-40 below middle,58.0,7.0,"1,2",68430.49994,19544.785,44.11764705882353,55.88235294117647,11.76470588235294,7.352941176470589,23.52941176470588,32.35294117647059,25.0,47.22222222222222,30.555555555555557,11.11111111111111,11.11111111111111,1.0588235294117647,2.0,1.8888888888888888,30.0
E1770N3150,555,285.0,270.0,60.0,70.0,125.0,180.0,115.0,285.0,135.0,85.0,25.0,40.0,310.0,40.0,60.0,125.0,10.0,235.0,4.0,40-60 midden,48.0,19.0,"0,6",68430.49994,24163.95,51.35135135135135,48.64864864864865,10.81081081081081,12.612612612612612,22.52252252252252,32.432432432432435,20.72072072072072,47.368421052631575,29.82456140350877,8.771929824561402,14.035087719298245,0.9193548387096774,1.7903225806451613,1.9473684210526316,50.0
E1770N3155,705,335.0,370.0,50.0,100.0,160.0,170.0,225.0,425.0,225.0,145.0,15.0,40.0,430.0,40.0,60.0,145.0,25.0,239.0,3.0,20-60 below middle to middle,51.0,16.0,"0,2",68430.49994,28783.115,47.5177304964539,52.4822695035461,7.092198581560284,14.184397163120568,22.69503546099291,24.113475177304963,31.914893617021278,52.94117647058824,34.11764705882353,3.5294117647058822,9.411764705882353,0.9883720930232558,1.6395348837209303,1.6588235294117648,40.0
E1770N3160,750,355.0,400.0,75.0,70.0,185.0,225.0,195.0,400.0,170.0,140.0,20.0,70.0,405.0,70.0,30.0,0.0,20.0,257.0,2.0,60-80 above middle,29.0,24.0,"0,6",68430.49994,33402.28,47.333333333333336,53.333333333333336,10.0,9.333333333333334,24.666666666666668,30.0,26.0,42.5,35.0,5.0,17.5,0.9876543209876543,1.8518518518518519,1.875,70.0
E1770N3165,235,125.0,105.0,25.0,80.0,70.0,40.0,15.0,140.0,85.0,30.0,0.0,25.0,90.0,60.0,40.0,30.0,0.0,307.0,1.0,40-60 midden,,,"0,4",68430.49994,38021.445,53.191489361702125,44.680851063829785,10.638297872340425,34.04255319148936,29.78723404255319,17.02127659574468,6.382978723404255,60.71428571428571,21.428571428571427,0.0,17.857142857142858,1.5555555555555556,2.611111111111111,1.6785714285714286,50.0
E1770N3170,2785,1330.0,1455.0,170.0,275.0,690.0,540.0,1110.0,1760.0,945.0,625.0,50.0,135.0,1875.0,40.0,60.0,340.0,220.0,349.0,1.0,40-80 middle to above middle,34.0,20.0,"0,5",68430.49994,42640.61,47.755834829443444,52.244165170556556,6.104129263913824,9.874326750448834,24.775583482944345,19.389587073608617,39.85637342908438,53.69318181818182,35.51136363636363,2.840909090909091,7.670454545454546,0.9386666666666666,1.4853333333333334,1.5823863636363635,60.0
E1770N3175,2235,1020.0,1215.0,85.0,820.0,725.0,355.0,250.0,1690.0,1305.0,275.0,25.0,75.0,1365.0,20.0,80.0,320.0,195.0,252.0,1.0,20-40 below middle,59.0,14.0,"0,3",68430.49994,47259.775,45.63758389261745,54.36241610738255,3.803131991051454,36.68903803131991,32.43847874720358,15.883668903803134,11.185682326621924,77.2189349112426,16.272189349112427,1.4792899408284024,4.437869822485207,1.2380952380952381,1.6373626373626373,1.3224852071005917,30.0
E1770N3180,1510,685.0,825.0,95.0,450.0,400.0,355.0,210.0,1045.0,740.0,185.0,50.0,70.0,860.0,10.0,80.0,515.0,60.0,192.0,1.0,00-40 laag tot onder midden,66.0,9.0,"0,3",68430.49994,51878.94,45.36423841059602,54.63576158940398,6.291390728476822,29.80132450331126,26.490066225165563,23.509933774834437,13.90728476821192,70.81339712918661,17.703349282296653,4.784688995215311,6.698564593301436,1.2151162790697674,1.755813953488372,1.444976076555024,20.0
