node_id,x,y,square,nearest_service_point,population
2100,60156.0,43980.0,E1765N3170,4387,450
2101,126434.0,43949.0,E1810N3170,657,150
2102,27279.0,43965.0,E1740N3170,8282,1355
2103,23839.0,43975.0,E1740N3170,2075,1355
2104,84849.0,43955.0,E1780N3170,2155,605
2105,17907.0,44023.0,E1735N3170,2075,1480
2106,91172.0,44018.0,E1785N3170,2155,2030
2107,42778.0,44041.0,E1750N3170,4440,2395
2108,19891.0,44057.0,E1735N3170,2075,1480
2109,20879.0,44045.0,E1735N3170,2075,1480
2110,37920.0,44052.0,E1750N3170,1739,2395
2111,58059.0,44079.0,E1765N3170,4387,450
2112,96310.0,43996.0,E1790N3170,2096,1040
2113,27406.0,44045.0,E1740N3170,8282,1355
2114,32840.0,44048.0,E1745N3170,1739,3090
2115,72813.0,44116.0,E1775N3170,4987,2275
2116,40913.0,44059.0,E1750N3170,4440,2395
2117,73889.0,44105.0,E1775N3170,7229,2275
2118,25859.0,44058.0,E1740N3170,8282,1355
2119,88159.0,44075.0,E1785N3170,2155,2030
2120,50536.0,44135.0,,1934,NA
2121,32738.0,44166.0,E1745N3170,1739,3090
2122,36888.0,44186.0,E1750N3170,8282,2395
2123,85703.0,44204.0,E1780N3170,2155,605
2124,99419.0,44175.0,E1790N3170,2096,1040
2125,106788.0,44236.0,E1795N3170,2096,340
2126,27946.0,44237.0,E1740N3170,8282,1355
2127,53214.0,44266.0,E1760N3170,1934,1155
2128,58684.0,44259.0,E1765N3170,4387,450
2129,96894.0,44221.0,E1790N3170,2096,1040
2130,17916.0,44278.0,E1735N3170,2075,1480
2131,24599.0,44265.0,E1740N3170,8282,1355
2132,25677.0,44278.0,E1740N3170,8282,1355
2133,25935.0,44222.0,E1740N3170,8282,1355
2134,53263.0,44277.0,E1760N3170,1934,1155
2135,125111.0,44301.0,E1810N3170,2096,150
2136,51240.0,44318.0,E1760N3170,1934,1155
2137,89498.0,44275.0,E1785N3170,2155,2030
2138,11134.0,44322.0,E1730N3170,2075,1975
2139,53529.0,44330.0,E1760N3170,1934,1155
2140,12912.0,44338.0,E1730N3170,2075,1975
2141,21629.0,44315.0,,2075,NA
2142,33256.0,44327.0,E1745N3170,1739,3090
2143,73411.0,44339.0,E1775N3170,7229,2275
2144,43735.0,44341.0,E1755N3170,4440,1200
2145,38256.0,44355.0,E1750N3170,8282,2395
2146,39616.0,44345.0,E1750N3170,4440,2395
2147,89147.0,44354.0,E1785N3170,2155,2030
2148,28283.0,44361.0,E1740N3170,8282,1355
2149,77405.0,44415.0,E1775N3170,7229,2275
2150,76776.0,44402.0,E1775N3170,7229,2275
2151,98131.0,44401.0,E1790N3170,2096,1040
2152,13181.0,44457.0,E1730N3170,2075,1975
2153,13988.0,44457.0,E1730N3170,2075,1975
2154,41903.0,44423.0,E1750N3170,4440,2395
2155,88897.0,44412.0,E1785N3170,2155,2030
2156,9227.0,44449.0,E1730N3170,2075,1975
2157,90809.0,44425.0,E1785N3170,2155,2030
2158,103882.0,44409.0,E1795N3170,2096,340
2159,16556.0,44518.0,E1735N3170,2075,1480
2160,14827.0,44525.0,E1735N3170,2075,1480
2161,33647.0,44448.0,E1745N3170,1739,3090
2162,77646.0,44465.0,E1775N3170,7229,2275
2163,90862.0,44442.0,E1785N3170,2155,2030
2164,38380.0,44447.0,E1750N3170,8282,2395
2165,10299.0,44465.0,E1730N3170,2075,1975
2166,45526.0,44582.0,E1755N3170,4440,1200
2167,76209.0,44465.0,E1775N3170,7229,2275
2168,87442.0,44481.0,E1785N3170,2155,2030
2169,90961.0,44473.0,E1785N3170,2155,2030
2170,92679.0,44485.0,E1785N3170,2155,2030
2171,28659.0,44495.0,E1740N3170,8282,1355
2172,88529.0,44495.0,E1785N3170,2155,2030
2173,33864.0,44515.0,E1745N3170,1739,3090
2174,11366.0,44551.0,E1730N3170,2075,1975
2175,12915.0,44566.0,E1730N3170,2075,1975
2176,98127.0,44471.0,E1790N3170,2096,1040
2177,22459.0,44535.0,E1740N3170,2075,1355
2178,28080.0,44592.0,E1740N3170,8282,1355
2179,19425.0,44587.0,E1735N3170,2075,1480
2180,82369.0,44615.0,E1780N3170,7229,605
2181,57691.0,44641.0,,4387,NA
2182,23265.0,44638.0,E1740N3170,2075,1355
2183,37709.0,44635.0,E1750N3170,8282,2395
2184,80529.0,44635.0,E1780N3170,7229,605
2185,102947.0,44651.0,E1795N3170,2096,340
2186,44817.0,44688.0,E1755N3170,4440,1200
2187,23404.0,44659.0,E1740N3170,2075,1355
2188,135839.0,44690.0,E1815N3170,657,125
2189,76262.0,44741.0,E1775N3170,7229,2275
2190,32169.0,44705.0,E1745N3170,1739,3090
2191,65330.0,44769.0,E1770N3170,4987,2785
2192,8733.0,44763.0,E1730N3170,2075,1975
2193,9638.0,44746.0,E1730N3170,2075,1975
2194,26641.0,44741.0,E1740N3170,8282,1355
2195,85536.0,44774.0,E1780N3170,2155,605
2196,29337.0,44736.0,E1745N3170,8282,3090
2197,72525.0,44828.0,E1775N3170,4987,2275
2198,9720.0,44822.0,E1730N3170,2075,1975
2199,24179.0,44805.0,E1740N3170,8282,1355
2200,45445.0,44859.0,E1755N3170,4440,1200
2201,101931.0,44826.0,E1795N3170,2096,340
2202,124247.0,44817.0,E1810N3170,2096,150
2203,39235.0,44852.0,E1750N3170,8282,2395
2204,31226.0,44917.0,,1739,NA
2205,50048.0,44880.0,E1755N3170,1934,1200
2206,20129.0,44875.0,E1735N3170,2075,1480
2207,52494.0,44861.0,E1760N3170,1934,1155
2208,59452.0,44892.0,,4387,NA
2209,60069.0,44897.0,,4387,NA
2210,60245.0,44902.0,,4387,NA
2211,123219.0,44874.0,E1810N3170,2096,150
2212,9796.0,44893.0,,2075,NA
2213,29212.0,44874.0,E1745N3170,8282,3090
2214,43299.0,44885.0,,4440,NA
2215,60746.0,44937.0,,4387,NA
2216,82029.0,44928.0,,7229,NA
2217,100905.0,44891.0,,2096,NA
2218,82239.0,44970.0,,7229,NA
2219,92354.0,44916.0,,2155,NA
2220,41519.0,44946.0,,4440,NA
2221,45375.0,44949.0,,4440,NA
2222,86944.0,44933.0,,2155,NA
2223,61272.0,44968.0,,4387,NA
2224,11659.0,45000.0,,2075,NA
2225,53672.0,45052.0,E1760N3175,1934,1885
2226,61417.0,45022.0,E1765N3175,4387,1615
2227,68162.0,45019.0,E1770N3175,4987,2235
2228,27280.0,45013.0,E1740N3175,8282,835
2229,64432.0,45002.0,,4987,NA
2230,65376.0,45066.0,E1770N3175,4987,2235
2231,98280.0,45043.0,E1790N3175,2096,630
2232,14813.0,45076.0,E1735N3175,2075,855
2233,16545.0,45072.0,E1735N3175,2075,855
2234,25149.0,45054.0,E1740N3175,8282,835
2235,13987.0,45081.0,E1730N3175,2075,140
2236,16646.0,45071.0,E1735N3175,2075,855
2237,96059.0,45039.0,E1790N3175,2096,630
2238,9134.0,45087.0,E1730N3175,2075,140
2239,17839.0,45065.0,E1735N3175,2075,855
2240,100918.0,45033.0,E1795N3175,2096,250
2241,28112.0,45067.0,E1740N3175,8282,835
2242,67919.0,45082.0,E1770N3175,4987,2235
2243,69523.0,45078.0,E1770N3175,4987,2235
2244,95071.0,45050.0,E1790N3175,2155,630
2245,68133.0,45083.0,E1770N3175,4987,2235
2246,69665.0,45086.0,E1770N3175,4987,2235
2247,12938.0,45084.0,E1730N3175,2075,140
2248,83009.0,45095.0,E1780N3175,7229,2155
2249,87674.0,45094.0,E1785N3175,2155,1215
2250,31976.0,45147.0,E1745N3175,1739,890
2251,93756.0,45063.0,E1790N3175,2155,630
2252,46243.0,45159.0,E1755N3175,4440,2705
2253,71383.0,45032.0,E1770N3175,4987,2235
2254,68140.0,45141.0,E1770N3175,4987,2235
2255,68947.0,45060.0,E1770N3175,4987,2235
2256,22589.0,45135.0,E1740N3175,2075,835
2257,20889.0,45145.0,E1735N3175,2075,855
2258,69060.0,45186.0,E1770N3175,4987,2235
2259,87635.0,45140.0,E1785N3175,2155,1215
2260,38378.0,45177.0,E1750N3175,8282,2685
2261,63920.0,45226.0,E1765N3175,4987,1615
2262,71291.0,45225.0,E1770N3175,4987,2235
2263,118390.0,45146.0,E1805N3175,2096,15
2264,46437.0,45195.0,E1755N3175,4440,2705
2265,77368.0,45185.0,E1775N3175,7229,1355
2266,87599.0,45185.0,E1785N3175,2155,1215
2267,103063.0,45163.0,E1795N3175,2096,250
2268,65419.0,45223.0,E1770N3175,4987,2235
2269,72035.0,45306.0,,4987,NA
2270,11755.0,45233.0,E1730N3175,2075,140
2271,38321.0,45338.0,E1750N3175,8282,2685
2272,20809.0,45245.0,E1735N3175,2075,855
2273,22899.0,45245.0,E1740N3175,2075,835
2274,92513.0,45200.0,E1785N3175,2155,1215
2275,92369.0,45230.0,E1785N3175,2155,1215
2276,64304.0,45308.0,E1765N3175,4987,1615
2277,70350.0,45304.0,E1770N3175,4431,2235
2278,71791.0,45327.0,E1770N3175,4987,2235
2279,82762.0,45776.0,E1780N3175,7229,2155
2280,84661.0,45346.0,E1780N3175,2155,2155
2281,100068.0,45299.0,E1790N3175,2096,630
2282,10062.0,45276.0,E1730N3175,2075,140
2283,26049.0,45335.0,E1740N3175,8282,835
2284,63785.0,45347.0,E1765N3175,4987,1615
2285,42880.0,45388.0,E1750N3175,4440,2685
2286,64493.0,45357.0,E1765N3175,4987,1615
2287,71793.0,45434.0,E1770N3175,4987,2235
2288,85252.0,45376.0,E1780N3175,2155,2155
2289,32755.0,45389.0,E1745N3175,1739,890
2290,131561.0,45375.0,E1815N3175,657,65
2291,9409.0,45385.0,E1730N3175,2075,140
2292,47120.0,45370.0,E1755N3175,4440,2705
2293,103098.0,45388.0,E1795N3175,2096,250
2294,129910.0,45371.0,E1815N3175,657,65
2295,129810.0,45224.0,E1815N3175,657,65
2296,23312.0,45400.0,E1740N3175,2075,835
2297,59095.0,45391.0,E1765N3175,4387,1615
2298,73088.0,45470.0,E1775N3175,7229,1355
2299,99603.0,45404.0,E1790N3175,2096,630
2300,41091.0,45453.0,E1750N3175,4440,2685
2301,89759.0,45455.0,E1785N3175,2155,1215
2302,100946.0,45416.0,E1795N3175,2096,250
2303,100082.0,45455.0,E1790N3175,2096,630
2304,38789.0,45426.0,E1750N3175,8282,2685
2305,86710.0,45481.0,E1785N3175,2155,1215
2306,64398.0,45474.0,E1765N3175,4987,1615
2307,23569.0,45495.0,E1740N3175,2075,835
2308,89467.0,45526.0,E1785N3175,2155,1215
2309,38387.0,45546.0,E1750N3175,8282,2685
2310,30175.0,45583.0,E1745N3175,8282,890
2311,57272.0,45619.0,E1760N3175,4387,1885
2312,43549.0,45603.0,E1755N3175,4440,2705
2313,26769.0,45595.0,E1740N3175,8282,835
2314,30307.0,45610.0,E1745N3175,8282,890
2315,134124.0,45556.0,E1815N3175,657,65
2316,58236.0,45647.0,E1765N3175,4387,1615
2317,103535.0,45644.0,E1795N3175,2096,250
2318,132585.0,45639.0,E1815N3175,657,65
2319,29121.0,45629.0,E1745N3175,8282,890
2320,134024.0,45554.0,E1815N3175,657,65
2321,58641.0,45678.0,E1765N3175,4387,1615
2322,65789.0,45693.0,E1770N3175,4987,2235
2323,89343.0,45619.0,E1785N3175,2155,1215
2324,66433.0,45725.0,E1770N3175,4987,2235
2325,102578.0,45699.0,E1795N3175,2096,250
2326,66831.0,45743.0,E1770N3175,4987,2235
2327,90136.0,45744.0,E1785N3175,2155,1215
2328,102016.0,45720.0,E1795N3175,2096,250
2329,29331.0,45757.0,E1745N3175,8282,890
2330,38268.0,45860.0,E1750N3175,8282,2685
2331,25679.0,45795.0,E1740N3175,8282,835
2332,29155.0,45762.0,E1745N3175,8282,890
2333,97953.0,45783.0,E1790N3175,2096,630
2334,52662.0,45835.0,E1760N3175,1934,1885
2335,57317.0,45814.0,E1760N3175,4387,1885
2336,60143.0,45829.0,E1765N3175,4387,1615
2337,49518.0,45846.0,E1755N3175,4440,2705
2338,60469.0,45853.0,E1765N3175,4387,1615
2339,30755.0,45883.0,E1745N3175,8282,890
2340,58153.0,45901.0,E1765N3175,4387,1615
2341,98874.0,45839.0,E1790N3175,2096,630
2342,27456.0,45843.0,E1740N3175,8282,835
2343,75957.0,45873.0,E1775N3175,7229,1355
2344,98717.0,45845.0,E1790N3175,2096,630
2345,133439.0,45810.0,E1815N3175,657,65
2346,49706.0,45889.0,E1755N3175,4440,2705
2347,56147.0,45911.0,E1760N3175,1934,1885
2348,133157.0,45860.0,E1815N3175,657,65
2349,98086.0,45892.0,E1790N3175,2096,630
2350,60583.0,45912.0,E1765N3175,4387,1615
2351,89428.0,45907.0,E1785N3175,2155,1215
2352,97764.0,45891.0,E1790N3175,2096,630
2353,42440.0,45902.0,E1750N3175,4440,2685
2354,60907.0,45922.0,E1765N3175,4387,1615
2355,97247.0,45924.0,E1790N3175,2096,630
2356,61086.0,45960.0,E1765N3175,4387,1615
2357,75931.0,45964.0,E1775N3175,7229,1355
2358,55085.0,45986.0,E1760N3175,1934,1885
2359,132535.0,45957.0,E1815N3175,657,65
2360,30682.0,46032.0,E1745N3175,8282,890
2361,97918.0,45986.0,E1790N3175,2096,630
2362,31518.0,46054.0,E1745N3175,8282,890
2363,40767.0,46117.0,E1750N3175,4440,2685
2364,96233.0,46080.0,E1790N3175,2096,630
2365,36981.0,46080.0,E1750N3175,8282,2685
2366,24609.0,46145.0,E1740N3175,4354,835
2367,52526.0,46171.0,E1760N3175,1934,1885
2368,55062.0,46231.0,E1760N3175,1934,1885
2369,55188.0,46207.0,E1760N3175,1934,1885
2370,50490.0,46408.0,,4440,NA
2371,54041.0,46311.0,E1760N3175,1934,1885
2372,97237.0,46223.0,E1790N3175,2096,630
2373,36897.0,46191.0,E1750N3175,8282,2685
2374,53689.0,46353.0,E1760N3175,1934,1885
2375,78842.0,46244.0,E1775N3175,7229,1355
2376,37935.0,46316.0,E1750N3175,8282,2685
2377,27039.0,46295.0,E1740N3175,8282,835
2378,37867.0,46330.0,E1750N3175,8282,2685
2379,31158.0,46309.0,E1745N3175,8282,890
2380,32498.0,46325.0,E1745N3175,8282,890
2381,38120.0,46324.0,E1750N3175,8282,2685
2382,42299.0,46287.0,E1750N3175,4440,2685
2383,87579.0,46305.0,E1785N3175,2155,1215
2384,18799.0,46311.0,E1735N3175,4354,855
2385,65391.0,46381.0,E1770N3175,4431,2235
2386,66360.0,46411.0,E1770N3175,4987,2235
2387,38479.0,46414.0,E1750N3175,8282,2685
2388,67432.0,46445.0,E1770N3175,4987,2235
2389,30533.0,46450.0,E1745N3175,8282,890
2390,42055.0,46430.0,E1750N3175,4440,2685
2391,86847.0,46457.0,E1785N3175,2155,1215
2392,80704.0,46494.0,E1780N3175,7229,2155
2393,84664.0,46559.0,E1780N3175,2155,2155
2394,69768.0,46532.0,E1770N3175,4431,2235
2395,64185.0,46551.0,E1765N3175,4431,1615
2396,68197.0,46817.0,E1770N3175,4431,2235
2397,81100.0,46564.0,E1780N3175,7229,2155
2398,30804.0,46565.0,E1745N3175,8282,890
2399,60403.0,46597.0,E1765N3175,4387,1615
2400,60428.0,46508.0,E1765N3175,4387,1615
2401,38323.0,46567.0,E1750N3175,8282,2685
2402,71166.0,46588.0,E1770N3175,4431,2235
2403,63441.0,46636.0,E1765N3175,4431,1615
2404,81589.0,46629.0,E1780N3175,7229,2155
2405,83121.0,46652.0,E1780N3175,7229,2155
2406,84803.0,46649.0,E1780N3175,2155,2155
2407,38801.0,46652.0,E1750N3175,8282,2685
2408,89759.0,46635.0,E1785N3175,2155,1215
2409,90529.0,46645.0,E1785N3175,2155,1215
2410,21520.0,46660.0,E1735N3175,4354,855
2411,49512.0,46665.0,E1755N3175,4440,2705
2412,38797.0,46784.0,E1750N3175,8282,2685
2413,86174.0,46661.0,E1780N3175,2155,2155
2414,38057.0,46723.0,E1750N3175,8282,2685
2415,84669.0,46738.0,E1780N3175,2155,2155
2416,72847.0,46699.0,E1775N3175,7229,1355
2417,74129.0,46703.0,E1775N3175,7229,1355
2418,59998.0,46789.0,E1765N3175,4431,1615
2419,50577.0,46823.0,E1760N3175,4440,1885
2420,49492.0,46793.0,E1755N3175,4440,2705
2421,64258.0,46831.0,E1765N3175,4431,1615
2422,65366.0,46813.0,E1770N3175,4431,2235
2423,50389.0,46815.0,,4440,NA
2424,43944.0,46774.0,E1755N3175,4440,2705
2425,60262.0,46818.0,E1765N3175,4431,1615
2426,38417.0,46871.0,E1750N3175,8282,2685
2427,40719.0,46875.0,E1750N3175,4440,2685
2428,92585.0,46898.0,E1785N3175,2155,1215
2429,23385.0,46912.0,E1740N3175,4354,835
2430,103445.0,46957.0,E1795N3175,2096,250
2431,41606.0,46958.0,E1750N3175,4440,2685
2432,39584.0,46929.0,E1750N3175,8282,2685
2433,103086.0,46997.0,E1795N3175,2096,250
2434,19478.0,46981.0,E1735N3175,4354,855
2435,30188.0,47027.0,E1745N3175,8282,890
2436,41591.0,47024.0,E1750N3175,4440,2685
2437,40692.0,47023.0,E1750N3175,4440,2685
2438,24314.0,47040.0,E1740N3175,4354,835
2439,20406.0,47084.0,E1735N3175,4354,855
2440,32096.0,47089.0,E1745N3175,8282,890
2441,44298.0,47108.0,E1755N3175,4440,2705
2442,42737.0,47122.0,E1750N3175,4440,2685
2443,42869.0,47135.0,E1750N3175,4440,2685
2444,60553.0,47117.0,E1765N3175,4387,1615
2445,42723.0,47191.0,E1750N3175,4440,2685
2446,21334.0,47208.0,E1735N3175,4354,855
2447,98408.0,47187.0,E1790N3175,2096,630
2448,43370.0,47277.0,E1755N3175,4440,2705
2449,63371.0,47264.0,E1765N3175,4431,1615
2450,64330.0,47275.0,E1765N3175,4431,1615
2451,66950.0,47287.0,E1770N3175,4431,2235
2452,67880.0,47306.0,E1770N3175,4431,2235
2453,65351.0,47281.0,E1770N3175,4431,2235
2454,68017.0,47314.0,E1770N3175,4431,2235
2455,70837.0,47289.0,E1770N3175,4431,2235
2456,66892.0,47336.0,E1770N3175,4431,2235
2457,45165.0,47323.0,E1755N3175,4440,2705
2458,35283.0,47327.0,E1745N3175,8282,890
2459,69369.0,47373.0,E1770N3175,4431,2235
2460,22279.0,47335.0,E1740N3175,4354,835
2461,27820.0,47447.0,E1740N3175,8282,835
2462,114535.0,47368.0,E1800N3175,2096,2
2463,45870.0,47385.0,E1755N3175,4440,2705
2464,66916.0,47394.0,E1770N3175,4431,2235
2465,70767.0,47427.0,E1770N3175,4431,2235
2466,36846.0,47395.0,E1750N3175,8282,2685
2467,39489.0,47393.0,E1750N3175,8282,2685
2468,52268.0,47400.0,E1760N3175,1934,1885
2469,89448.0,47376.0,E1785N3175,2155,1215
2470,50792.0,47418.0,E1760N3175,4440,1885
2471,49474.0,47425.0,E1755N3175,4440,2705
2472,49742.0,47421.0,E1755N3175,4440,2705
2473,31513.0,47538.0,E1745N3175,8282,890
2474,48569.0,47435.0,E1755N3175,4440,2705
2475,43581.0,47411.0,E1755N3175,4440,2705
2476,67801.0,47446.0,E1770N3175,4431,2235
2477,67960.0,47450.0,E1770N3175,4431,2235
2478,23211.0,47460.0,E1740N3175,4354,835
2479,29901.0,47456.0,E1745N3175,8282,890
2480,30197.0,47453.0,E1745N3175,8282,890
2481,51291.0,47490.0,E1760N3175,4440,1885
2482,69306.0,47499.0,E1770N3175,4431,2235
2483,70700.0,47558.0,E1770N3175,4431,2235
2484,67887.0,47582.0,E1770N3175,4431,2235
2485,74448.0,47584.0,E1775N3175,7229,1355
2486,35859.0,47579.0,E1745N3175,8282,890
2487,75299.0,47631.0,E1775N3175,7229,1355
2488,77522.0,47576.0,E1775N3175,7229,1355
2489,94072.0,47609.0,E1790N3175,2155,630
2490,53369.0,47655.0,E1760N3175,1934,1885
2491,53444.0,47653.0,E1760N3175,1934,1885
2492,37010.0,47625.0,E1750N3175,8282,2685
2493,77648.0,47731.0,E1775N3175,7229,1355
2494,82088.0,47675.0,E1780N3175,7229,2155
2495,33407.0,47686.0,E1745N3175,8282,890
2496,36898.0,47698.0,E1750N3175,8282,2685
2497,82959.0,47686.0,E1780N3175,7229,2155
2498,81239.0,47715.0,E1780N3175,7229,2155
2499,83184.0,47702.0,E1780N3175,7229,2155
2500,94905.0,47718.0,E1790N3175,2155,630
2501,36139.0,47747.0,,8282,NA
2502,83608.0,47765.0,E1780N3175,7229,2155
2503,87425.0,47752.0,E1785N3175,7229,1215
2504,41871.0,47797.0,E1750N3175,4440,2685
2505,36242.0,47814.0,E1750N3175,8282,2685
2506,37199.0,47820.0,E1750N3175,8282,2685
2507,80214.0,47864.0,E1780N3175,7229,2155
2508,24020.0,47849.0,E1740N3175,4354,835
2509,18365.0,47873.0,E1735N3175,4354,855
2510,37768.0,47848.0,E1750N3175,8282,2685
2511,67672.0,47874.0,E1770N3175,4431,2235
2512,91937.0,47917.0,E1785N3175,2155,1215
2513,18650.0,47915.0,E1735N3175,4354,855
2514,55446.0,47925.0,E1760N3175,1934,1885
2515,83739.0,48021.0,E1780N3175,7229,2155
2516,85365.0,47969.0,E1780N3175,7229,2155
2517,24710.0,47972.0,E1740N3175,4354,835
2518,19116.0,47975.0,E1735N3175,4354,855
2519,81184.0,47984.0,E1780N3175,7229,2155
2520,34136.0,48124.0,E1745N3175,8282,890
2521,90521.0,48070.0,E1785N3175,2155,1215
2522,97340.0,48109.0,E1790N3175,2096,630
2523,45668.0,48142.0,E1755N3175,4440,2705
2524,20049.0,48100.0,E1735N3175,4354,855
2525,112798.0,48132.0,E1800N3175,2096,2
2526,64496.0,48155.0,E1765N3175,4431,1615
2527,88140.0,48130.0,E1785N3175,7229,1215
2528,35113.0,48228.0,E1745N3175,8282,890
2529,20737.0,48191.0,E1735N3175,4354,855
2530,63413.0,48241.0,E1765N3175,4431,1615
2531,20991.0,48224.0,E1735N3175,4354,855
2532,53298.0,48232.0,E1760N3175,1934,1885
2533,81169.0,48275.0,E1780N3175,7229,2155
2534,42547.0,48272.0,E1750N3175,4440,2685
2535,90444.0,48329.0,E1785N3175,2155,1215
2536,72709.0,48386.0,E1775N3175,7229,1355
2537,21931.0,48352.0,E1740N3175,4354,835
2538,79835.0,48399.0,E1780N3175,7229,2155
2539,111952.0,48388.0,E1800N3175,2096,2
2540,53139.0,48430.0,E1760N3175,4440,1885
2541,34661.0,48400.0,E1745N3175,8282,890
2542,80040.0,48482.0,E1780N3175,7229,2155
2543,93906.0,48474.0,E1790N3175,2155,630
2544,81917.0,48501.0,E1780N3175,7229,2155
2545,22861.0,48472.0,E1740N3175,4354,835
2546,40580.0,48505.0,E1750N3175,8282,2685
2547,17583.0,48520.0,E1735N3175,4354,855
2548,23136.0,48509.0,E1740N3175,4354,835
2549,39263.0,48521.0,E1750N3175,8282,2685
2550,54814.0,48557.0,E1760N3175,1934,1885
2551,23806.0,48516.0,E1740N3175,4354,835
2552,35019.0,48586.0,E1745N3175,8282,890
2553,44964.0,48550.0,E1755N3175,4440,2705
2554,89029.0,48555.0,E1785N3175,7229,1215
2555,91487.0,48591.0,E1785N3175,2155,1215
2556,24509.0,48605.0,E1740N3175,4354,835
2557,40324.0,48628.0,E1750N3175,8282,2685
2558,35138.0,48643.0,E1745N3175,8282,890
2559,65449.0,48619.0,E1770N3175,4431,2235
2560,65807.0,48619.0,E1770N3175,4431,2235
2561,82369.0,48635.0,E1780N3175,7229,2155
2562,64839.0,48661.0,,4431,NA
2563,54309.0,48682.0,E1760N3175,1934,1885
2564,25387.0,48723.0,E1740N3175,4354,835
2565,18379.0,48715.0,E1735N3175,4354,855
2566,82692.0,48723.0,E1780N3175,7229,2155
2567,18458.0,48718.0,E1735N3175,4354,855
2568,80801.0,48734.0,E1780N3175,7229,2155
2569,35308.0,48724.0,E1745N3175,8282,890
2570,54762.0,48748.0,E1760N3175,1934,1885
2571,66817.0,48796.0,E1770N3175,4431,2235
2572,63664.0,48769.0,E1765N3175,4431,1615
2573,85075.0,48801.0,E1780N3175,7229,2155
2574,73797.0,48801.0,E1775N3175,7229,1355
2575,85618.0,48819.0,E1780N3175,7229,2155
2576,20618.0,48772.0,E1735N3175,4354,855
2577,30523.0,48803.0,E1745N3175,8282,890
2578,39244.0,48785.0,E1750N3175,8282,2685
2579,83689.0,48825.0,E1780N3175,7229,2155
2580,81158.0,48847.0,E1780N3175,7229,2155
2581,86410.0,48865.0,,7229,NA
2582,88974.0,48849.0,E1785N3175,7229,1215
2583,87654.0,48888.0,E1785N3175,7229,1215
2584,40263.0,48864.0,E1750N3175,8282,2685
2585,89958.0,48961.0,E1785N3175,2155,1215
2586,46942.0,48995.0,E1755N3175,4440,2705
2587,79580.0,49035.0,E1780N3175,7229,2155
2588,74898.0,49004.0,E1775N3175,7229,1355
2589,92278.0,48991.0,E1785N3175,2155,1215
2590,89908.0,49013.0,E1785N3175,2155,1215
2591,28574.0,49111.0,E1740N3175,8282,835
2592,68529.0,49115.0,E1770N3175,4431,2235
2593,89852.0,49069.0,E1785N3175,2155,1215
2594,81974.0,49117.0,E1780N3175,7229,2155
2595,25509.0,49105.0,E1740N3175,4354,835
2596,52473.0,49106.0,E1760N3175,5499,1885
2597,72364.0,49108.0,E1775N3175,7229,1355
2598,66538.0,49164.0,E1770N3175,4431,2235
2599,97422.0,49192.0,E1790N3175,2096,630
2600,28825.0,49174.0,,8282,NA
2601,38412.0,49170.0,E1750N3175,8282,2685
2602,33845.0,49200.0,E1745N3175,8282,890
2603,24782.0,49205.0,E1740N3175,4354,835
2604,36349.0,49235.0,E1750N3175,8282,2685
2605,65327.0,49290.0,E1770N3175,4431,2235
2606,97287.0,49249.0,E1790N3175,2096,630
2607,28482.0,49242.0,E1740N3175,8282,835
2608,40790.0,49248.0,E1750N3175,8282,2685
2609,97534.0,49294.0,E1790N3175,2096,630
2610,28789.0,49289.0,,8282,NA
2611,93023.0,49328.0,E1785N3175,2155,1215
2612,97302.0,49318.0,E1790N3175,2096,630
2613,80707.0,49389.0,E1780N3175,7229,2155
2614,65551.0,49398.0,E1770N3175,4431,2235
2615,73558.0,49341.0,E1775N3175,7229,1355
2616,28654.0,49326.0,E1740N3175,8282,835
2617,54115.0,49392.0,E1760N3175,5499,1885
2618,69832.0,49356.0,E1770N3175,4431,2235
2619,37976.0,49364.0,E1750N3175,8282,2685
2620,46207.0,49412.0,E1755N3175,4440,2705
2621,84881.0,49366.0,E1780N3175,7229,2155
2622,97401.0,49354.0,E1790N3175,2096,630
2623,27813.0,49370.0,E1740N3175,8282,835
2624,90669.0,49394.0,E1785N3175,2155,1215
2625,93466.0,49412.0,E1785N3175,2155,1215
2626,67114.0,49428.0,E1770N3175,4431,2235
2627,115167.0,49431.0,,2096,NA
2628,65381.0,49450.0,E1770N3175,4431,2235
2629,85829.0,49463.0,E1780N3175,7229,2155
2630,63957.0,49341.0,E1765N3175,4431,1615
2631,85599.0,49461.0,E1780N3175,7229,2155
2632,86369.0,49470.0,,7229,NA
2633,27086.0,49493.0,E1740N3175,8282,835
2634,74889.0,49041.0,E1775N3175,7229,1355
2635,86949.0,49515.0,,7229,NA
2636,18506.0,49537.0,,4354,NA
2637,26796.0,49544.0,,8282,NA
2638,74652.0,49554.0,,7229,NA
2639,38190.0,49568.0,,8282,NA
2640,37516.0,49567.0,,8282,NA
2641,60702.0,49614.0,,4431,NA
2642,50639.0,49595.0,,5499,NA
2643,91592.0,49590.0,,2155,NA
2644,40215.0,49620.0,,8282,NA
2645,22689.0,49655.0,E1740N3180,4354,745
2646,64236.0,49672.0,E1765N3180,4431,765
2647,72084.0,49683.0,,7229,NA
2648,47979.0,49667.0,E1755N3180,4440,1290
2649,63836.0,49716.0,E1765N3180,4431,765
2650,27967.0,49724.0,E1740N3180,8282,745
2651,67759.0,49735.0,E1770N3180,4431,1510
2652,91508.0,49693.0,E1785N3180,2155,670
